institute,quota,category,closing_rank,candidates_seen,state
ACS Medical College and Hospital,AIQ,EWS,23450,2,Tamil Nadu
ACS Medical College and Hospital,AIQ,General,25020,81,Tamil Nadu
ACS Medical College and Hospital,AIQ,OBC,25019,102,Tamil Nadu
ACS Medical College and Hospital,AIQ,SC,25011,16,Tamil Nadu
ACS Medical College and Hospital,AIQ,ST,24633,2,Tamil Nadu
ACSR Govt Medical College,AIQ,EWS,8280,3,Andhra Pradesh
ACSR Govt Medical College,AIQ,General,25948,9,Andhra Pradesh
ACSR Govt Medical College,AIQ,OBC,7993,8,Andhra Pradesh
ACSR Govt Medical College,AIQ,SC,12034,2,Andhra Pradesh
ACSR Govt Medical College,AIQ,ST,12627,2,Andhra Pradesh
AGARTALA GOVT. MEDICAL COLLEGE,AIQ,EWS,8790,2,Tripura
AGARTALA GOVT. MEDICAL COLLEGE,AIQ,General,26093,7,Tripura
AGARTALA GOVT. MEDICAL COLLEGE,AIQ,OBC,8568,7,Tripura
AGARTALA GOVT. MEDICAL COLLEGE,AIQ,SC,12134,3,Tripura
AGARTALA GOVT. MEDICAL COLLEGE,AIQ,ST,13676,2,Tripura
AIIMS,AIQ,EWS,4379,156,Uttar Pradesh
AIIMS,AIQ,General,23922,519,Uttar Pradesh
AIIMS,AIQ,OBC,3925,446,Uttar Pradesh
AIIMS,AIQ,SC,9826,209,Uttar Pradesh
AIIMS,AIQ,ST,11305,106,Uttar Pradesh
AIIMS Bathinda,AIQ,EWS,3042,10,Punjab
AIIMS Bathinda,AIQ,General,23597,38,Punjab
AIIMS Bathinda,AIQ,OBC,2409,29,Punjab
AIIMS Bathinda,AIQ,SC,8117,14,Punjab
AIIMS Bathinda,AIQ,ST,10429,6,Punjab
AIIMS Bilaspur Changar Palasiyan,AIQ,EWS,3299,10,Himachal Pradesh
AIIMS Bilaspur Changar Palasiyan,AIQ,General,18785,32,Himachal Pradesh
AIIMS Bilaspur Changar Palasiyan,AIQ,OBC,2826,30,Himachal Pradesh
AIIMS Bilaspur Changar Palasiyan,AIQ,SC,9191,14,Himachal Pradesh
AIIMS Bilaspur Changar Palasiyan,AIQ,ST,10631,7,Himachal Pradesh
AIIMS Guwahati,AIQ,EWS,3874,10,Assam
AIIMS Guwahati,AIQ,General,21531,41,Assam
AIIMS Guwahati,AIQ,OBC,3561,24,Assam
AIIMS Guwahati,AIQ,SC,9491,14,Assam
AIIMS Guwahati,AIQ,ST,11111,7,Assam
AIIMS Jammu,AIQ,EWS,3949,9,Jammu and Kashmir
AIIMS Jammu,AIQ,General,21427,41,Jammu and Kashmir
AIIMS Jammu,AIQ,OBC,3626,25,Jammu and Kashmir
AIIMS Jammu,AIQ,SC,9715,14,Jammu and Kashmir
AIIMS Jammu,AIQ,ST,10406,6,Jammu and Kashmir
AIIMS Mangalagiri,AIQ,EWS,2866,12,Andhra Pradesh
AIIMS Mangalagiri,AIQ,General,18745,46,Andhra Pradesh
AIIMS Mangalagiri,AIQ,OBC,2783,34,Andhra Pradesh
AIIMS Mangalagiri,AIQ,SC,9054,16,Andhra Pradesh
AIIMS Mangalagiri,AIQ,ST,10461,8,Andhra Pradesh
AIIMS Rajkot,AIQ,EWS,2298,6,Gujarat
AIIMS Rajkot,AIQ,General,16170,19,Gujarat
AIIMS Rajkot,AIQ,OBC,2674,12,Gujarat
AIIMS Rajkot,AIQ,SC,9142,6,Gujarat
AIIMS Rajkot,AIQ,ST,10083,4,Gujarat
AIIMS-Bhopal,AIQ,EWS,993,17,Madhya Pradesh
AIIMS-Bhopal,AIQ,General,19211,41,Madhya Pradesh
AIIMS-Bhopal,AIQ,OBC,974,38,Madhya Pradesh
AIIMS-Bhopal,AIQ,SC,4238,17,Madhya Pradesh
AIIMS-Bhopal,AIQ,ST,7742,9,Madhya Pradesh
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,AIQ,EWS,6973,4,Bihar
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,AIQ,General,21368,6,Bihar
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,AIQ,OBC,6260,5,Bihar
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,AIQ,SC,11684,2,Bihar
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,AIQ,ST,12604,1,Bihar
ASSAM MEDICAL COLLEGE,AIQ,EWS,7886,2,Assam
ASSAM MEDICAL COLLEGE,AIQ,General,6513,10,Assam
ASSAM MEDICAL COLLEGE,AIQ,OBC,7565,9,Assam
ASSAM MEDICAL COLLEGE,AIQ,SC,12064,4,Assam
ASSAM MEDICAL COLLEGE,AIQ,ST,12548,2,Assam
ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,EWS,6357,5,Madhya Pradesh
ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,General,4656,3,Madhya Pradesh
ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,OBC,5859,12,Madhya Pradesh
ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,SC,11462,4,Madhya Pradesh
ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,ST,11543,2,Madhya Pradesh
Aarupadai Veedu Medical College and Hospt.,AIQ,EWS,24819,2,Puducherry
Aarupadai Veedu Medical College and Hospt.,AIQ,General,25114,64,Puducherry
Aarupadai Veedu Medical College and Hospt.,AIQ,OBC,25124,61,Puducherry
Aarupadai Veedu Medical College and Hospt.,AIQ,SC,25105,15,Puducherry
Aarupadai Veedu Medical College and Hospt.,AIQ,ST,25004,3,Puducherry
Allotted( CW Rank : 1 ),AIQ,General,19119,1,
Allotted( CW Rank : 10 ),AIQ,General,13314,1,
Allotted( CW Rank : 105 ),AIQ,General,14898,1,
Allotted( CW Rank : 11 ),AIQ,General,15742,1,
Allotted( CW Rank : 12 ),AIQ,General,15972,1,
Allotted( CW Rank : 13 ),AIQ,General,17179,1,
Allotted( CW Rank : 14 ),AIQ,General,20345,1,
Allotted( CW Rank : 15 ),AIQ,General,25816,1,
Allotted( CW Rank : 16 ),AIQ,General,13297,1,
Allotted( CW Rank : 168 ),AIQ,General,15108,1,
Allotted( CW Rank : 17 ),AIQ,General,11146,1,
Allotted( CW Rank : 175 ),AIQ,General,18899,1,
Allotted( CW Rank : 18 ),AIQ,General,13687,1,
Allotted( CW Rank : 19 ),AIQ,General,14703,1,
Allotted( CW Rank : 2 ),AIQ,General,25921,1,
Allotted( CW Rank : 22 ),AIQ,General,16961,1,
Allotted( CW Rank : 23 ),AIQ,General,18774,1,
Allotted( CW Rank : 24 ),AIQ,General,12970,1,
Allotted( CW Rank : 28 ),AIQ,General,21124,1,
Allotted( CW Rank : 29 ),AIQ,General,21250,1,
Allotted( CW Rank : 3 ),AIQ,General,12891,1,
Allotted( CW Rank : 30 ),AIQ,General,21674,1,
Allotted( CW Rank : 4 ),AIQ,General,16610,1,
Allotted( CW Rank : 45 ),AIQ,General,4621,1,
Allotted( CW Rank : 5 ),AIQ,General,19281,1,
Allotted( CW Rank : 50 ),AIQ,General,6389,1,
Allotted( CW Rank : 53 ),AIQ,General,7151,1,
Allotted( CW Rank : 59 ),AIQ,General,8228,1,
Allotted( CW Rank : 8 ),AIQ,General,11939,1,
Allotted( CW Rank : 81 ),AIQ,General,11495,1,
Allotted( CW Rank : 86 ),AIQ,General,12108,1,
Allotted( CW Rank : 9 ),AIQ,General,12406,1,
Amrita Institute of Medical Science,AIQ,General,25181,114,Kerala
Amrita Institute of Medical Science,AIQ,OBC,16892,26,Kerala
Amrita Institute of Medical Science,AIQ,SC,15598,2,Kerala
Amrita Institute of Medical Science,AIQ,ST,20615,1,Kerala
Amrita School of Medicine Faridabad,AIQ,EWS,13940,1,Haryana
Amrita School of Medicine Faridabad,AIQ,General,25642,124,Haryana
Amrita School of Medicine Faridabad,AIQ,OBC,26105,12,Haryana
Amrita School of Medicine Faridabad,AIQ,ST,15024,1,Haryana
Andaman and Nicobar Islands Institute of Medical S,AIQ,EWS,9011,2,Andaman and Nicobar Islands
Andaman and Nicobar Islands Institute of Medical S,AIQ,General,23936,4,Andaman and Nicobar Islands
Andaman and Nicobar Islands Institute of Medical S,AIQ,OBC,8233,8,Andaman and Nicobar Islands
Andaman and Nicobar Islands Institute of Medical S,AIQ,SC,12446,2,Andaman and Nicobar Islands
Andaman and Nicobar Islands Institute of Medical S,AIQ,ST,12847,1,Andaman and Nicobar Islands
Andhra Medical College,AIQ,EWS,5159,5,Andhra Pradesh
Andhra Medical College,AIQ,General,22334,10,Andhra Pradesh
Andhra Medical College,AIQ,OBC,4456,12,Andhra Pradesh
Andhra Medical College,AIQ,SC,10379,4,Andhra Pradesh
Andhra Medical College,AIQ,ST,11828,3,Andhra Pradesh
Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL,AIQ,EWS,4280,10,Bihar
Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL,AIQ,General,2016,37,Bihar
Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL,AIQ,OBC,4754,25,Bihar
Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL,AIQ,SC,10862,12,Bihar
Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL,AIQ,ST,14724,7,Bihar
Autonomous State Medical Collage,AIQ,EWS,7632,3,Uttar Pradesh
Autonomous State Medical Collage,AIQ,General,6696,2,Uttar Pradesh
Autonomous State Medical Collage,AIQ,OBC,7382,7,Uttar Pradesh
Autonomous State Medical Collage,AIQ,SC,12202,2,Uttar Pradesh
Autonomous State Medical Collage,AIQ,ST,13144,1,Uttar Pradesh
Autonomous State Medical College,AIQ,EWS,8132,9,Uttar Pradesh
Autonomous State Medical College,AIQ,General,25250,49,Uttar Pradesh
Autonomous State Medical College,AIQ,OBC,7826,32,Uttar Pradesh
Autonomous State Medical College,AIQ,SC,12397,15,Uttar Pradesh
Autonomous State Medical College,AIQ,ST,13712,7,Uttar Pradesh
Autonomous State Medical College Society,AIQ,EWS,7436,2,Uttar Pradesh
Autonomous State Medical College Society,AIQ,General,6903,3,Uttar Pradesh
Autonomous State Medical College Society,AIQ,OBC,7569,6,Uttar Pradesh
Autonomous State Medical College Society,AIQ,SC,12277,2,Uttar Pradesh
Autonomous State Medical College Society,AIQ,ST,12983,2,Uttar Pradesh
Autonomous State Medical college Society Hardoi,AIQ,EWS,7409,2,Uttar Pradesh
Autonomous State Medical college Society Hardoi,AIQ,General,6671,3,Uttar Pradesh
Autonomous State Medical college Society Hardoi,AIQ,OBC,7084,5,Uttar Pradesh
Autonomous State Medical college Society Hardoi,AIQ,SC,12246,3,Uttar Pradesh
Autonomous State Medical college Society Hardoi,AIQ,ST,13374,1,Uttar Pradesh
B.J. Government Medical College,AIQ,EWS,3934,4,Maharashtra
B.J. Government Medical College,AIQ,General,17582,15,Maharashtra
B.J. Government Medical College,AIQ,OBC,3644,10,Maharashtra
B.J. Government Medical College,AIQ,SC,9573,5,Maharashtra
B.J. Government Medical College,AIQ,ST,11753,3,Maharashtra
B.J. MEDICAL COLLEGE,AIQ,EWS,2171,4,Gujarat
B.J. MEDICAL COLLEGE,AIQ,General,18965,13,Gujarat
B.J. MEDICAL COLLEGE,AIQ,OBC,1981,11,Gujarat
B.J. MEDICAL COLLEGE,AIQ,SC,7328,5,Gujarat
B.J. MEDICAL COLLEGE,AIQ,ST,10292,3,Gujarat
B.L.D.E University,AIQ,EWS,16738,12,Karnataka
B.L.D.E University,AIQ,General,25586,117,Karnataka
B.L.D.E University,AIQ,OBC,26069,37,Karnataka
B.L.D.E University,AIQ,SC,16440,5,Karnataka
B.R.D. MEDICAL COLLEGE,AIQ,EWS,4371,1,Uttar Pradesh
B.R.D. MEDICAL COLLEGE,AIQ,General,4231,8,Uttar Pradesh
B.R.D. MEDICAL COLLEGE,AIQ,OBC,4678,7,Uttar Pradesh
B.R.D. MEDICAL COLLEGE,AIQ,SC,10787,3,Uttar Pradesh
B.R.D. MEDICAL COLLEGE,AIQ,ST,12175,1,Uttar Pradesh
B.Sc. Nursing,AIQ,EWS,15425,55,
B.Sc. Nursing,AIQ,General,14261,82,
B.Sc. Nursing,AIQ,OBC,15502,213,
B.Sc. Nursing,AIQ,SC,18424,70,
B.Sc. Nursing,AIQ,ST,22774,28,
BANKURA SAMMILANI MED COLL,AIQ,EWS,6907,4,West Bengal
BANKURA SAMMILANI MED COLL,AIQ,General,23126,10,West Bengal
BANKURA SAMMILANI MED COLL,AIQ,OBC,6952,8,West Bengal
BANKURA SAMMILANI MED COLL,AIQ,SC,11606,5,West Bengal
BANKURA SAMMILANI MED COLL,AIQ,ST,13340,3,West Bengal
BELGAUM INST. OF MEDICAL SCI.,AIQ,EWS,6663,2,Karnataka
BELGAUM INST. OF MEDICAL SCI.,AIQ,General,4241,8,Karnataka
BELGAUM INST. OF MEDICAL SCI.,AIQ,OBC,5661,6,Karnataka
BELGAUM INST. OF MEDICAL SCI.,AIQ,SC,11416,3,Karnataka
BELGAUM INST. OF MEDICAL SCI.,AIQ,ST,11587,1,Karnataka
BHAARATH MEDICAL COLLEGE AND HOSPITAL,AIQ,EWS,24332,3,Tamil Nadu
BHAARATH MEDICAL COLLEGE AND HOSPITAL,AIQ,General,25271,44,Tamil Nadu
BHAARATH MEDICAL COLLEGE AND HOSPITAL,AIQ,OBC,25282,75,Tamil Nadu
BHAARATH MEDICAL COLLEGE AND HOSPITAL,AIQ,SC,25239,14,Tamil Nadu
BHAARATH MEDICAL COLLEGE AND HOSPITAL,AIQ,ST,25036,4,Tamil Nadu
BIDAR INSTITUTE OF MEDICAL SCI.,AIQ,EWS,7698,2,Karnataka
BIDAR INSTITUTE OF MEDICAL SCI.,AIQ,General,6666,5,Karnataka
BIDAR INSTITUTE OF MEDICAL SCI.,AIQ,OBC,7259,6,Karnataka
BIDAR INSTITUTE OF MEDICAL SCI.,AIQ,SC,12504,4,Karnataka
BIDAR INSTITUTE OF MEDICAL SCI.,AIQ,ST,12532,2,Karnataka
BPS Govt. Med. College,AIQ,EWS,6361,3,Haryana
BPS Govt. Med. College,AIQ,General,20100,6,Haryana
BPS Govt. Med. College,AIQ,OBC,6583,5,Haryana
BPS Govt. Med. College,AIQ,SC,11515,2,Haryana
BPS Govt. Med. College,AIQ,ST,11674,1,Haryana
BUNDELKHAND MEDICAL COLLEGE,AIQ,EWS,6414,4,
BUNDELKHAND MEDICAL COLLEGE,AIQ,General,23545,7,
BUNDELKHAND MEDICAL COLLEGE,AIQ,OBC,5934,5,
BUNDELKHAND MEDICAL COLLEGE,AIQ,SC,11498,2,
BUNDELKHAND MEDICAL COLLEGE,AIQ,ST,12625,1,
BURDWAN MEDICAL COLLEGE,AIQ,EWS,6344,2,West Bengal
BURDWAN MEDICAL COLLEGE,AIQ,General,24737,13,West Bengal
BURDWAN MEDICAL COLLEGE,AIQ,OBC,6215,8,West Bengal
BURDWAN MEDICAL COLLEGE,AIQ,SC,11113,3,West Bengal
BURDWAN MEDICAL COLLEGE,AIQ,ST,13076,1,West Bengal
BV Deemed Uni. Med. College and Hos.,AIQ,EWS,25204,12,Maharashtra
BV Deemed Uni. Med. College and Hos.,AIQ,General,25666,91,Maharashtra
BV Deemed Uni. Med. College and Hos.,AIQ,OBC,25695,35,Maharashtra
BV Deemed Uni. Med. College and Hos.,AIQ,SC,20331,7,Maharashtra
Bangalore Medical College and Research Institute,AIQ,EWS,3540,4,Karnataka
Bangalore Medical College and Research Institute,AIQ,General,17984,14,Karnataka
Bangalore Medical College and Research Institute,AIQ,OBC,2892,9,Karnataka
Bangalore Medical College and Research Institute,AIQ,SC,9181,6,Karnataka
Bangalore Medical College and Research Institute,AIQ,ST,9700,3,Karnataka
Barasat Government Medical College & Hospital,AIQ,EWS,7944,2,West Bengal
Barasat Government Medical College & Hospital,AIQ,General,6884,4,West Bengal
Barasat Government Medical College & Hospital,AIQ,OBC,7949,4,West Bengal
Barasat Government Medical College & Hospital,AIQ,SC,11297,2,West Bengal
Barasat Government Medical College & Hospital,AIQ,ST,13445,1,West Bengal
Bharati Vidyapeeth DU Medical College,AIQ,EWS,16850,3,Maharashtra
Bharati Vidyapeeth DU Medical College,AIQ,General,24509,122,Maharashtra
Bharati Vidyapeeth DU Medical College,AIQ,OBC,23283,15,Maharashtra
Bharati Vidyapeeth DU Medical College,AIQ,SC,21167,4,Maharashtra
Bhima Bhoi Medical College and Hospital,AIQ,EWS,8309,2,Odisha
Bhima Bhoi Medical College and Hospital,AIQ,General,7741,3,Odisha
Bhima Bhoi Medical College and Hospital,AIQ,OBC,8098,7,Odisha
Bhima Bhoi Medical College and Hospital,AIQ,SC,11647,2,Odisha
Bhima Bhoi Medical College and Hospital,AIQ,ST,13318,1,Odisha
C. Institute of Medical Sciences,AIQ,EWS,8891,2,Karnataka
C. Institute of Medical Sciences,AIQ,General,7541,6,Karnataka
C. Institute of Medical Sciences,AIQ,OBC,7959,9,Karnataka
C. Institute of Medical Sciences,AIQ,SC,12591,3,Karnataka
C. Institute of Medical Sciences,AIQ,ST,12056,1,Karnataka
CALCUTTA NATIONAL MED COLL,AIQ,EWS,5124,4,West Bengal
CALCUTTA NATIONAL MED COLL,AIQ,General,20477,13,West Bengal
CALCUTTA NATIONAL MED COLL,AIQ,OBC,4844,10,West Bengal
CALCUTTA NATIONAL MED COLL,AIQ,SC,10654,6,West Bengal
CALCUTTA NATIONAL MED COLL,AIQ,ST,12467,3,West Bengal
CHENGALPATTU MEDICAL COLL,AIQ,EWS,8963,2,Tamil Nadu
CHENGALPATTU MEDICAL COLL,AIQ,General,3645,1,Tamil Nadu
CHENGALPATTU MEDICAL COLL,AIQ,OBC,4629,7,Tamil Nadu
CHENGALPATTU MEDICAL COLL,AIQ,SC,10067,2,Tamil Nadu
CHENGALPATTU MEDICAL COLL,AIQ,ST,12416,1,Tamil Nadu
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,AIQ,EWS,6476,1,Chhattisgarh
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,AIQ,General,25749,13,Chhattisgarh
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,AIQ,OBC,6097,6,Chhattisgarh
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,AIQ,SC,11220,2,Chhattisgarh
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,AIQ,EWS,8923,2,Karnataka
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,AIQ,General,24169,5,Karnataka
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,AIQ,OBC,7673,5,Karnataka
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,AIQ,SC,12469,2,Karnataka
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,AIQ,ST,13151,1,Karnataka
COIMBATORE MEDICAL COLLEGE,AIQ,EWS,6653,3,Tamil Nadu
COIMBATORE MEDICAL COLLEGE,AIQ,General,24133,8,Tamil Nadu
COIMBATORE MEDICAL COLLEGE,AIQ,OBC,3543,12,Tamil Nadu
COIMBATORE MEDICAL COLLEGE,AIQ,SC,10450,4,Tamil Nadu
COIMBATORE MEDICAL COLLEGE,AIQ,ST,11588,2,Tamil Nadu
COLLEGE OF MEDICINE and JNM HOSPITAL,AIQ,EWS,6820,3,West Bengal
COLLEGE OF MEDICINE and JNM HOSPITAL,AIQ,General,21626,5,West Bengal
COLLEGE OF MEDICINE and JNM HOSPITAL,AIQ,OBC,6394,7,West Bengal
COLLEGE OF MEDICINE and JNM HOSPITAL,AIQ,SC,11233,3,West Bengal
COLLEGE OF MEDICINE and JNM HOSPITAL,AIQ,ST,12747,1,West Bengal
Chandulal Chandrakar Memorial Government Medical College,AIQ,EWS,8433,4,Chhattisgarh
Chandulal Chandrakar Memorial Government Medical College,AIQ,General,25399,9,Chhattisgarh
Chandulal Chandrakar Memorial Government Medical College,AIQ,OBC,8239,9,Chhattisgarh
Chandulal Chandrakar Memorial Government Medical College,AIQ,SC,12655,5,Chhattisgarh
Chandulal Chandrakar Memorial Government Medical College,AIQ,ST,13646,3,Chhattisgarh
Chettinad Hos. and Res. Inst.,AIQ,EWS,23601,2,Tamil Nadu
Chettinad Hos. and Res. Inst.,AIQ,General,23602,97,Tamil Nadu
Chettinad Hos. and Res. Inst.,AIQ,OBC,23586,134,Tamil Nadu
Chettinad Hos. and Res. Inst.,AIQ,SC,23193,12,Tamil Nadu
Chettinad Hos. and Res. Inst.,AIQ,ST,21367,1,Tamil Nadu
Chhindwara Institute of Medical Sciences,AIQ,EWS,7650,2,Madhya Pradesh
Chhindwara Institute of Medical Sciences,AIQ,General,6687,4,Madhya Pradesh
Chhindwara Institute of Medical Sciences,AIQ,OBC,7213,6,Madhya Pradesh
Chhindwara Institute of Medical Sciences,AIQ,SC,12170,2,Madhya Pradesh
Chhindwara Institute of Medical Sciences,AIQ,ST,12692,1,Madhya Pradesh
Chikkamagaluru Institute of Medical Sciences,AIQ,EWS,8905,2,Karnataka
Chikkamagaluru Institute of Medical Sciences,AIQ,General,25793,5,Karnataka
Chikkamagaluru Institute of Medical Sciences,AIQ,OBC,8236,8,Karnataka
Chikkamagaluru Institute of Medical Sciences,AIQ,SC,12706,3,Karnataka
Chikkamagaluru Institute of Medical Sciences,AIQ,ST,13466,2,Karnataka
Chitradurga Medical College and Research Institute,AIQ,EWS,9024,3,Karnataka
Chitradurga Medical College and Research Institute,AIQ,General,7978,8,Karnataka
Chitradurga Medical College and Research Institute,AIQ,OBC,8523,8,Karnataka
Chitradurga Medical College and Research Institute,AIQ,SC,12903,3,Karnataka
Chitradurga Medical College and Research Institute,AIQ,ST,12070,1,Karnataka
College Government Medical College Alwar,AIQ,EWS,5793,1,Rajasthan
College Government Medical College Alwar,AIQ,General,5052,5,Rajasthan
College Government Medical College Alwar,AIQ,OBC,5172,6,Rajasthan
College Government Medical College Alwar,AIQ,SC,10799,2,Rajasthan
College Government Medical College Alwar,AIQ,ST,11553,1,Rajasthan
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,AIQ,EWS,22216,6,Maharashtra
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,AIQ,General,24865,82,Maharashtra
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,AIQ,OBC,25101,47,Maharashtra
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,AIQ,SC,24813,13,Maharashtra
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,AIQ,ST,19586,1,Maharashtra
DR. VAISHAMPAYAM MEMORIAL M.C.,AIQ,EWS,6402,3,Maharashtra
DR. VAISHAMPAYAM MEMORIAL M.C.,AIQ,General,20119,10,Maharashtra
DR. VAISHAMPAYAM MEMORIAL M.C.,AIQ,OBC,6411,10,Maharashtra
DR. VAISHAMPAYAM MEMORIAL M.C.,AIQ,SC,11673,4,Maharashtra
DR. VAISHAMPAYAM MEMORIAL M.C.,AIQ,ST,12999,2,Maharashtra
DR.RAJENDRA PRASAD MC,AIQ,EWS,3997,1,Himachal Pradesh
DR.RAJENDRA PRASAD MC,AIQ,General,3533,7,Himachal Pradesh
DR.RAJENDRA PRASAD MC,AIQ,OBC,4259,5,Himachal Pradesh
DR.RAJENDRA PRASAD MC,AIQ,SC,10434,2,Himachal Pradesh
DR.RAJENDRA PRASAD MC,AIQ,ST,10856,1,Himachal Pradesh
DR.S.C.GOVT MEDICAL COLLEGE,AIQ,EWS,6896,2,Maharashtra
DR.S.C.GOVT MEDICAL COLLEGE,AIQ,General,6281,6,Maharashtra
DR.S.C.GOVT MEDICAL COLLEGE,AIQ,OBC,6774,7,Maharashtra
DR.S.C.GOVT MEDICAL COLLEGE,AIQ,SC,11934,4,Maharashtra
DR.S.C.GOVT MEDICAL COLLEGE,AIQ,ST,13215,1,Maharashtra
DR.S.N. MEDICAL COLLEGE,AIQ,EWS,3650,4,Rajasthan
DR.S.N. MEDICAL COLLEGE,AIQ,General,20377,13,Rajasthan
DR.S.N. MEDICAL COLLEGE,AIQ,OBC,3228,12,Rajasthan
DR.S.N. MEDICAL COLLEGE,AIQ,SC,9558,6,Rajasthan
DR.S.N. MEDICAL COLLEGE,AIQ,ST,9670,2,Rajasthan
Darbhanga Medical College,AIQ,EWS,5271,2,Bihar
Darbhanga Medical College,AIQ,General,19601,4,Bihar
Darbhanga Medical College,AIQ,OBC,5177,7,Bihar
Darbhanga Medical College,AIQ,SC,11489,3,Bihar
Darbhanga Medical College,AIQ,ST,12889,2,Bihar
Deben Mahata Government Medical College & Hospital,AIQ,EWS,8374,1,West Bengal
Deben Mahata Government Medical College & Hospital,AIQ,General,23830,5,West Bengal
Deben Mahata Government Medical College & Hospital,AIQ,OBC,8163,4,West Bengal
Deben Mahata Government Medical College & Hospital,AIQ,SC,12387,3,West Bengal
Deben Mahata Government Medical College & Hospital,AIQ,ST,13881,1,West Bengal
Dhubri Medical College,AIQ,EWS,8855,1,Assam
Dhubri Medical College,AIQ,General,24917,4,Assam
Dhubri Medical College,AIQ,OBC,8657,5,Assam
Dhubri Medical College,AIQ,SC,12833,3,Assam
Dhubri Medical College,AIQ,ST,13163,1,Assam
Diamond Harbour Govt Medical College,AIQ,EWS,7579,2,West Bengal
Diamond Harbour Govt Medical College,AIQ,General,6480,4,West Bengal
Diamond Harbour Govt Medical College,AIQ,OBC,7134,4,West Bengal
Diamond Harbour Govt Medical College,AIQ,SC,11359,2,West Bengal
Diamond Harbour Govt Medical College,AIQ,ST,13038,1,West Bengal
Diphu Medical College & Hospital,AIQ,EWS,8930,2,Assam
Diphu Medical College & Hospital,AIQ,General,8520,5,Assam
Diphu Medical College & Hospital,AIQ,OBC,8669,5,Assam
Diphu Medical College & Hospital,AIQ,SC,12748,2,Assam
Diphu Medical College & Hospital,AIQ,ST,12630,1,Assam
Dr Ram Manohar Lohia Inst. of Med. Sce.,AIQ,EWS,3308,4,Uttar Pradesh
Dr Ram Manohar Lohia Inst. of Med. Sce.,AIQ,General,18177,10,Uttar Pradesh
Dr Ram Manohar Lohia Inst. of Med. Sce.,AIQ,OBC,3280,8,Uttar Pradesh
Dr Ram Manohar Lohia Inst. of Med. Sce.,AIQ,SC,9274,4,Uttar Pradesh
Dr Ram Manohar Lohia Inst. of Med. Sce.,AIQ,ST,10936,2,Uttar Pradesh
Dr. B.R. Ambedkar State Institute of Medical Sciences,AIQ,EWS,4954,2,Punjab
Dr. B.R. Ambedkar State Institute of Medical Sciences,AIQ,General,3038,4,Punjab
Dr. B.R. Ambedkar State Institute of Medical Sciences,AIQ,OBC,4298,5,Punjab
Dr. B.R. Ambedkar State Institute of Medical Sciences,AIQ,SC,10576,2,Punjab
Dr. B.R. Ambedkar State Institute of Medical Sciences,AIQ,ST,10743,1,Punjab
Dr. B.S.A. Medical College,AIQ,EWS,1673,1,Delhi
Dr. B.S.A. Medical College,AIQ,General,1162,9,Delhi
Dr. B.S.A. Medical College,AIQ,OBC,1853,4,Delhi
Dr. B.S.A. Medical College,AIQ,SC,7691,3,Delhi
Dr. B.S.A. Medical College,AIQ,ST,8381,1,Delhi
Dr. DY Patil Medical College,AIQ,EWS,20969,5,Maharashtra
Dr. DY Patil Medical College,AIQ,General,25739,193,Maharashtra
Dr. DY Patil Medical College,AIQ,OBC,25953,35,Maharashtra
Dr. DY Patil Medical College,AIQ,SC,24140,5,Maharashtra
Dr. DY Patil Medical College,AIQ,ST,20863,1,Maharashtra
Dr. DY Patil Medical College and Hospt.,AIQ,EWS,21008,4,Maharashtra
Dr. DY Patil Medical College and Hospt.,AIQ,General,25712,175,Maharashtra
