institute,quota,category,closing_rank,candidates_seen,state
Govt Medical College Vikarabad,AIQ,ST,14010,2,Telangana
Govt Medical college Shivpuri,AIQ,EWS,6739,1,Madhya Pradesh
Govt Medical college Shivpuri,AIQ,General,24112,8,Madhya Pradesh
Govt Medical college Shivpuri,AIQ,OBC,6800,3,Madhya Pradesh
Govt Medical college Shivpuri,AIQ,SC,11783,2,Madhya Pradesh
Govt Medical college Shivpuri,AIQ,ST,12682,1,Madhya Pradesh
Govt institute of Medcial Sciences,AIQ,EWS,3800,1,Uttar Pradesh
Govt institute of Medcial Sciences,AIQ,General,3267,6,Uttar Pradesh
Govt institute of Medcial Sciences,AIQ,OBC,3787,4,Uttar Pradesh
Govt institute of Medcial Sciences,AIQ,SC,10435,2,Uttar Pradesh
Govt institute of Medcial Sciences,AIQ,ST,11567,1,Uttar Pradesh
Govt. Medical College,AIQ,EWS,9132,15,Jammu and Kashmir
Govt. Medical College,AIQ,General,25378,42,Jammu and Kashmir
Govt. Medical College,AIQ,OBC,8862,38,Jammu and Kashmir
Govt. Medical College,AIQ,SC,13058,18,Jammu and Kashmir
Govt. Medical College,AIQ,ST,13986,9,Jammu and Kashmir
Govt. Medical College Jayashankar Bhupalpally,AIQ,EWS,9146,1,Telangana
Govt. Medical College Jayashankar Bhupalpally,AIQ,General,8750,6,Telangana
Govt. Medical College Jayashankar Bhupalpally,AIQ,OBC,8850,5,Telangana
Govt. Medical College Jayashankar Bhupalpally,AIQ,SC,12840,2,Telangana
Govt. Medical College Jayashankar Bhupalpally,AIQ,ST,14056,1,Telangana
Govt. Medical College Karur,AIQ,EWS,9136,2,Tamil Nadu
Govt. Medical College Karur,AIQ,General,6020,5,Tamil Nadu
Govt. Medical College Karur,AIQ,OBC,6198,7,Tamil Nadu
Govt. Medical College Karur,AIQ,SC,12491,4,Tamil Nadu
Govt. Medical College Karur,AIQ,ST,14119,2,Tamil Nadu
Govt. Medical College Rajanna Sircilla,AIQ,EWS,8731,2,Telangana
Govt. Medical College Rajanna Sircilla,AIQ,General,7870,5,Telangana
Govt. Medical College Rajanna Sircilla,AIQ,OBC,8407,5,Telangana
Govt. Medical College Rajanna Sircilla,AIQ,SC,12791,2,Telangana
Govt. Medical College Rajanna Sircilla,AIQ,ST,13559,1,Telangana
Govt. Medical College and Hospital,AIQ,EWS,8053,2,Maharashtra
Govt. Medical College and Hospital,AIQ,General,22144,5,Maharashtra
Govt. Medical College and Hospital,AIQ,OBC,7535,9,Maharashtra
Govt. Medical College and Hospital,AIQ,SC,12414,4,Maharashtra
Govt. Medical College and Hospital,AIQ,ST,13619,2,Maharashtra
Govt. Pudukkottai Medical College Hopt.,AIQ,EWS,9102,1,Tamil Nadu
Govt. Pudukkottai Medical College Hopt.,AIQ,General,6253,7,Tamil Nadu
Govt. Pudukkottai Medical College Hopt.,AIQ,OBC,6560,8,Tamil Nadu
Govt. Pudukkottai Medical College Hopt.,AIQ,SC,12423,3,Tamil Nadu
Govt. Pudukkottai Medical College Hopt.,AIQ,ST,14159,1,Tamil Nadu
Govt. Sivgangai M. C. Sivagangai,AIQ,EWS,9110,1,Tamil Nadu
Govt. Sivgangai M. C. Sivagangai,AIQ,General,23006,4,Tamil Nadu
Govt. Sivgangai M. C. Sivagangai,AIQ,OBC,6640,6,Tamil Nadu
Govt. Sivgangai M. C. Sivagangai,AIQ,SC,12589,2,Tamil Nadu
Govt. Sivgangai M. C. Sivagangai,AIQ,ST,14144,1,Tamil Nadu
Graphic Era Institute Of Medical Science,AIQ,EWS,20650,3,Uttarakhand
Graphic Era Institute Of Medical Science,AIQ,General,21035,90,Uttarakhand
Graphic Era Institute Of Medical Science,AIQ,OBC,26060,18,Uttarakhand
Graphic Era Institute Of Medical Science,AIQ,SC,25580,5,Uttarakhand
Graphic Era Institute Of Medical Science,AIQ,ST,19711,1,Uttarakhand
Gulbarga Institute of Medical Sciences,AIQ,EWS,8320,3,Karnataka
Gulbarga Institute of Medical Sciences,AIQ,General,6135,6,Karnataka
Gulbarga Institute of Medical Sciences,AIQ,OBC,6990,6,Karnataka
Gulbarga Institute of Medical Sciences,AIQ,SC,12326,3,Karnataka
Gulbarga Institute of Medical Sciences,AIQ,ST,11966,2,Karnataka
HASSAN INST. MEDICAL SCIENCES,AIQ,EWS,6716,2,Karnataka
HASSAN INST. MEDICAL SCIENCES,AIQ,General,25564,9,Karnataka
HASSAN INST. MEDICAL SCIENCES,AIQ,OBC,6252,6,Karnataka
HASSAN INST. MEDICAL SCIENCES,AIQ,SC,11693,4,Karnataka
HASSAN INST. MEDICAL SCIENCES,AIQ,ST,11214,1,Karnataka
Hamdard Inst of Med Sciences and Research,AIQ,EWS,13253,4,Delhi
Hamdard Inst of Med Sciences and Research,AIQ,General,25075,116,Delhi
Hamdard Inst of Med Sciences and Research,AIQ,OBC,13592,22,Delhi
Haveri Institute of Medical Sciences,AIQ,EWS,8910,2,Karnataka
Haveri Institute of Medical Sciences,AIQ,General,24792,8,Karnataka
Haveri Institute of Medical Sciences,AIQ,OBC,8221,7,Karnataka
Haveri Institute of Medical Sciences,AIQ,SC,12938,3,Karnataka
Haveri Institute of Medical Sciences,AIQ,ST,13463,2,Karnataka
Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital,AIQ,EWS,4458,3,Maharashtra
Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital,AIQ,General,2999,11,Maharashtra
Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital,AIQ,OBC,4418,8,Maharashtra
Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital,AIQ,SC,10499,5,Maharashtra
Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital,AIQ,ST,12313,1,Maharashtra
INDIRA GANDHI GOVT.MEDICAL COLL.,AIQ,EWS,5274,4,Maharashtra
INDIRA GANDHI GOVT.MEDICAL COLL.,AIQ,General,17073,12,Maharashtra
INDIRA GANDHI GOVT.MEDICAL COLL.,AIQ,OBC,4933,8,Maharashtra
INDIRA GANDHI GOVT.MEDICAL COLL.,AIQ,SC,10633,4,Maharashtra
INDIRA GANDHI GOVT.MEDICAL COLL.,AIQ,ST,12595,2,Maharashtra
INDIRA GANDHI MEDICAL COLL.,AIQ,EWS,3453,2,Himachal Pradesh
INDIRA GANDHI MEDICAL COLL.,AIQ,General,18490,8,Himachal Pradesh
INDIRA GANDHI MEDICAL COLL.,AIQ,OBC,3236,5,Himachal Pradesh
INDIRA GANDHI MEDICAL COLL.,AIQ,SC,9194,2,Himachal Pradesh
INDIRA GANDHI MEDICAL COLL.,AIQ,ST,10496,1,Himachal Pradesh
INST OF PG MED EDU & RESEARCH,AIQ,EWS,4140,3,
INST OF PG MED EDU & RESEARCH,AIQ,General,19291,12,
INST OF PG MED EDU & RESEARCH,AIQ,OBC,3485,7,
INST OF PG MED EDU & RESEARCH,AIQ,SC,9476,5,
INST OF PG MED EDU & RESEARCH,AIQ,ST,11746,2,
INST.OF MED.SCIENCES,AIQ,EWS,1536,11,Uttar Pradesh
INST.OF MED.SCIENCES,AIQ,General,24341,37,Uttar Pradesh
INST.OF MED.SCIENCES,AIQ,OBC,1494,29,Uttar Pradesh
INST.OF MED.SCIENCES,AIQ,SC,7389,14,Uttar Pradesh
INST.OF MED.SCIENCES,AIQ,ST,9206,6,Uttar Pradesh
IRT Perundurai Medical College,AIQ,EWS,9093,2,Tamil Nadu
IRT Perundurai Medical College,AIQ,General,5415,4,Tamil Nadu
IRT Perundurai Medical College,AIQ,OBC,5840,4,Tamil Nadu
IRT Perundurai Medical College,AIQ,SC,11948,3,Tamil Nadu
IRT Perundurai Medical College,AIQ,ST,13822,1,Tamil Nadu
Indira Gandhi Institute of Medical Sciences,AIQ,EWS,3849,1,Bihar
Indira Gandhi Institute of Medical Sciences,AIQ,General,21615,9,Bihar
Indira Gandhi Institute of Medical Sciences,AIQ,OBC,4088,5,Bihar
Indira Gandhi Institute of Medical Sciences,AIQ,SC,9951,2,Bihar
Indira Gandhi Institute of Medical Sciences,AIQ,ST,12178,1,Bihar
Indira Gandhi Medical College & RI,AIQ,EWS,7522,3,Puducherry
Indira Gandhi Medical College & RI,AIQ,General,5424,9,Puducherry
Indira Gandhi Medical College & RI,AIQ,OBC,6782,9,Puducherry
Indira Gandhi Medical College & RI,AIQ,SC,11940,4,Puducherry
Indira Gandhi Medical College & RI,AIQ,ST,12874,2,Puducherry
Institute of Medical Sciences & SUM Hospital,AIQ,EWS,14620,5,Odisha
Institute of Medical Sciences & SUM Hospital,AIQ,General,24240,118,Odisha
Institute of Medical Sciences & SUM Hospital,AIQ,OBC,19394,15,Odisha
Institute of Medical Sciences and SUM Host.,AIQ,EWS,15967,2,Odisha
Institute of Medical Sciences and SUM Host.,AIQ,General,25673,203,Odisha
Institute of Medical Sciences and SUM Host.,AIQ,OBC,25006,26,Odisha
Institute of Medical Sciences and SUM Host.,AIQ,SC,25516,7,Odisha
J R MEDICAL COLLEGE AND HOSPITAL,AIQ,EWS,20775,7,Tamil Nadu
J R MEDICAL COLLEGE AND HOSPITAL,AIQ,General,21290,45,Tamil Nadu
J R MEDICAL COLLEGE AND HOSPITAL,AIQ,OBC,21295,80,Tamil Nadu
J R MEDICAL COLLEGE AND HOSPITAL,AIQ,SC,20797,8,Tamil Nadu
J R MEDICAL COLLEGE AND HOSPITAL,AIQ,ST,19826,1,Tamil Nadu
JAWAHAR LAL NEHRU MEDICAL,AIQ,EWS,3953,4,Rajasthan
JAWAHAR LAL NEHRU MEDICAL,AIQ,General,24466,12,Rajasthan
JAWAHAR LAL NEHRU MEDICAL,AIQ,OBC,3639,15,Rajasthan
JAWAHAR LAL NEHRU MEDICAL,AIQ,SC,9772,5,Rajasthan
JAWAHAR LAL NEHRU MEDICAL,AIQ,ST,10421,2,Rajasthan
JHALAWAR MEDICAL COLLEGE,AIQ,EWS,4923,3,Rajasthan
JHALAWAR MEDICAL COLLEGE,AIQ,General,25766,4,Rajasthan
JHALAWAR MEDICAL COLLEGE,AIQ,OBC,4704,14,Rajasthan
JHALAWAR MEDICAL COLLEGE,AIQ,SC,10249,5,Rajasthan
JHALAWAR MEDICAL COLLEGE,AIQ,ST,11193,3,Rajasthan
JIPMER KARAIKAL,AIQ,EWS,14975,6,Puducherry
JIPMER KARAIKAL,AIQ,General,19061,14,Puducherry
JIPMER KARAIKAL,AIQ,OBC,10486,25,Puducherry
JIPMER KARAIKAL,AIQ,SC,12433,8,Puducherry
JIPMER KARAIKAL,AIQ,ST,11399,3,Puducherry
JIPMER PUDUCHERRY,AIQ,EWS,14383,15,Puducherry
JIPMER PUDUCHERRY,AIQ,General,20214,54,Puducherry
JIPMER PUDUCHERRY,AIQ,OBC,10173,61,Puducherry
JIPMER PUDUCHERRY,AIQ,SC,12235,27,Puducherry
JIPMER PUDUCHERRY,AIQ,ST,22454,13,Puducherry
JLN IMS,AIQ,EWS,8806,1,Manipur
JLN IMS,AIQ,General,25938,8,Manipur
JLN IMS,AIQ,OBC,8614,8,Manipur
JLN IMS,AIQ,SC,12027,2,Manipur
JLN Medical College,AIQ,EWS,24808,12,Maharashtra
JLN Medical College,AIQ,General,25038,160,Maharashtra
JLN Medical College,AIQ,OBC,24712,56,Maharashtra
JLN Medical College,AIQ,SC,24935,9,Maharashtra
JLN Medical College,AIQ,ST,19965,2,Maharashtra
JSS Medical College,AIQ,General,23974,206,Karnataka
JSS Medical College,AIQ,OBC,21831,19,Karnataka
JSS Medical College,AIQ,SC,23759,2,Karnataka
Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College,AIQ,EWS,15532,4,Karnataka
Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College,AIQ,General,25694,75,Karnataka
Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College,AIQ,OBC,26066,24,Karnataka
Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College,AIQ,SC,14952,2,Karnataka
Jannayak Karpoori Thakur Medical college and Hospital,AIQ,EWS,7507,2,Bihar
Jannayak Karpoori Thakur Medical college and Hospital,AIQ,General,6895,4,Bihar
Jannayak Karpoori Thakur Medical college and Hospital,AIQ,OBC,7337,6,Bihar
Jannayak Karpoori Thakur Medical college and Hospital,AIQ,SC,12386,2,Bihar
Jannayak Karpoori Thakur Medical college and Hospital,AIQ,ST,13642,1,Bihar
Jawahar Lal Nehru Medical College,AIQ,EWS,12754,1,Karnataka
Jawahar Lal Nehru Medical College,AIQ,General,23971,154,Karnataka
Jawahar Lal Nehru Medical College,AIQ,OBC,23937,19,Karnataka
Jawahar Lal Nehru Medical College,AIQ,SC,20319,1,Karnataka
Jawahar Lal Nehru Medical College,AIQ,ST,22255,1,Karnataka
Jawaharlal Nehru Medical College,AIQ,EWS,7320,12,Uttar Pradesh
Jawaharlal Nehru Medical College,AIQ,General,22135,93,Uttar Pradesh
Jawaharlal Nehru Medical College,AIQ,OBC,7269,47,Uttar Pradesh
Jawaharlal Nehru Medical College,AIQ,SC,11542,3,Bihar
Jawaharlal Nehru Medical College,AIQ,ST,12898,2,Bihar
Jhargram Government Medical College and Hospital,AIQ,EWS,8672,2,West Bengal
Jhargram Government Medical College and Hospital,AIQ,General,8088,4,West Bengal
Jhargram Government Medical College and Hospital,AIQ,OBC,8467,5,West Bengal
Jhargram Government Medical College and Hospital,AIQ,SC,12309,2,West Bengal
Jhargram Government Medical College and Hospital,AIQ,ST,12043,1,West Bengal
Jorhat Medical College and Hospital,AIQ,EWS,8901,2,Assam
Jorhat Medical College and Hospital,AIQ,General,19593,4,Assam
Jorhat Medical College and Hospital,AIQ,OBC,8295,8,Assam
Jorhat Medical College and Hospital,AIQ,SC,12182,3,Assam
Jorhat Medical College and Hospital,AIQ,ST,12940,1,Assam
K.A.P. VISWANATHAM Govt Medical College,AIQ,EWS,8989,1,Tamil Nadu
K.A.P. VISWANATHAM Govt Medical College,AIQ,General,24035,9,Tamil Nadu
K.A.P. VISWANATHAM Govt Medical College,AIQ,OBC,5247,5,Tamil Nadu
K.A.P. VISWANATHAM Govt Medical College,AIQ,SC,11202,3,Tamil Nadu
K.A.P. VISWANATHAM Govt Medical College,AIQ,ST,13287,1,Tamil Nadu
K.S Hegde Medical Academy,AIQ,EWS,14310,3,Karnataka
K.S Hegde Medical Academy,AIQ,General,24409,173,Karnataka
K.S Hegde Medical Academy,AIQ,OBC,22524,23,Karnataka
K.S Hegde Medical Academy,AIQ,SC,12849,1,Karnataka
KANYAKUMARI GOVT. MED. COLL.,AIQ,EWS,9014,2,Tamil Nadu
KANYAKUMARI GOVT. MED. COLL.,AIQ,General,5180,7,Tamil Nadu
KANYAKUMARI GOVT. MED. COLL.,AIQ,OBC,5345,5,Tamil Nadu
KANYAKUMARI GOVT. MED. COLL.,AIQ,SC,11751,2,Tamil Nadu
KARNATAK INST. OF MEDICAL SC.,AIQ,EWS,6828,3,Karnataka
KARNATAK INST. OF MEDICAL SC.,AIQ,General,3945,9,Karnataka
KARNATAK INST. OF MEDICAL SC.,AIQ,OBC,5568,9,Karnataka
KARNATAK INST. OF MEDICAL SC.,AIQ,SC,10894,4,Karnataka
KARNATAK INST. OF MEDICAL SC.,AIQ,ST,11380,3,Karnataka
KGMC,AIQ,EWS,2282,5,Uttar Pradesh
KGMC,AIQ,General,17239,12,Uttar Pradesh
KGMC,AIQ,OBC,1778,9,Uttar Pradesh
KGMC,AIQ,SC,7503,5,Uttar Pradesh
KGMC,AIQ,ST,9470,3,Uttar Pradesh
KURNOOL MEDICAL COLLEGE,AIQ,EWS,6685,4,
KURNOOL MEDICAL COLLEGE,AIQ,General,20667,15,
KURNOOL MEDICAL COLLEGE,AIQ,OBC,7039,10,
KURNOOL MEDICAL COLLEGE,AIQ,SC,11235,5,
KURNOOL MEDICAL COLLEGE,AIQ,ST,12409,3,
Kakatiya Medical College Warangal,AIQ,EWS,7449,3,Telangana
Kakatiya Medical College Warangal,AIQ,General,25051,11,Telangana
Kakatiya Medical College Warangal,AIQ,OBC,6727,9,Telangana
Kakatiya Medical College Warangal,AIQ,SC,11228,3,Telangana
Kakatiya Medical College Warangal,AIQ,ST,11550,1,Telangana
Kalinga Institute of Medical Sciences,AIQ,EWS,15066,5,Odisha
Kalinga Institute of Medical Sciences,AIQ,General,25289,202,Odisha
Kalinga Institute of Medical Sciences,AIQ,OBC,24941,29,Odisha
Kalinga Institute of Medical Sciences,AIQ,SC,22206,2,Odisha
Kalpana Chawla Govt. Medical College,AIQ,EWS,5097,2,Haryana
Kalpana Chawla Govt. Medical College,AIQ,General,4539,7,Haryana
Kalpana Chawla Govt. Medical College,AIQ,OBC,5601,5,Haryana
Kalpana Chawla Govt. Medical College,AIQ,SC,10604,3,Haryana
Kalpana Chawla Govt. Medical College,AIQ,ST,12734,1,Haryana
Kalyan Singh Government Medical College,AIQ,EWS,7497,1,Uttar Pradesh
Kalyan Singh Government Medical College,AIQ,General,22080,4,Uttar Pradesh
Kalyan Singh Government Medical College,AIQ,OBC,7095,6,Uttar Pradesh
Kalyan Singh Government Medical College,AIQ,SC,11893,2,Uttar Pradesh
Kalyan Singh Government Medical College,AIQ,ST,13057,1,Uttar Pradesh
Karwar Institute of Medical Sciences,AIQ,EWS,8585,2,Karnataka
Karwar Institute of Medical Sciences,AIQ,General,24589,9,Karnataka
Karwar Institute of Medical Sciences,AIQ,OBC,7626,6,Karnataka
Karwar Institute of Medical Sciences,AIQ,SC,12731,3,Karnataka
Karwar Institute of Medical Sciences,AIQ,ST,12364,1,Karnataka
Kasturba Medical College,AIQ,EWS,10890,4,Karnataka
Kasturba Medical College,AIQ,General,19830,387,Karnataka
Kasturba Medical College,AIQ,OBC,19012,36,Karnataka
Kodagu Institute of Medical Sciences,AIQ,EWS,8504,2,Karnataka
Kodagu Institute of Medical Sciences,AIQ,General,6762,5,Karnataka
Kodagu Institute of Medical Sciences,AIQ,OBC,7392,9,Karnataka
Kodagu Institute of Medical Sciences,AIQ,SC,12808,3,Karnataka
Kodagu Institute of Medical Sciences,AIQ,ST,12583,2,Karnataka
Kokrajhar Medical College & Hospital Rangalikhata,AIQ,EWS,9042,2,Assam
Kokrajhar Medical College & Hospital Rangalikhata,AIQ,General,8638,6,Assam
Kokrajhar Medical College & Hospital Rangalikhata,AIQ,OBC,8870,4,Assam
Kokrajhar Medical College & Hospital Rangalikhata,AIQ,SC,12973,2,Assam
Kokrajhar Medical College & Hospital Rangalikhata,AIQ,ST,13113,1,Assam
Koppal Institute of Medical Sciences,AIQ,EWS,8812,3,Karnataka
Koppal Institute of Medical Sciences,AIQ,General,7607,7,Karnataka
Koppal Institute of Medical Sciences,AIQ,OBC,7903,4,Karnataka
Koppal Institute of Medical Sciences,AIQ,SC,12865,3,Karnataka
Koppal Institute of Medical Sciences,AIQ,ST,13450,2,Karnataka
Krishna Inst. of Med. Scie.,AIQ,EWS,24049,12,Maharashtra
Krishna Inst. of Med. Scie.,AIQ,General,25334,162,Maharashtra
Krishna Inst. of Med. Scie.,AIQ,OBC,25343,55,Maharashtra
Krishna Inst. of Med. Scie.,AIQ,SC,25002,13,Maharashtra
L.L.R.M. MEDICAL COLLEGE,AIQ,EWS,4113,2,Uttar Pradesh
L.L.R.M. MEDICAL COLLEGE,AIQ,General,20674,9,Uttar Pradesh
L.L.R.M. MEDICAL COLLEGE,AIQ,OBC,4295,5,Uttar Pradesh
L.L.R.M. MEDICAL COLLEGE,AIQ,SC,10359,3,Uttar Pradesh
L.L.R.M. MEDICAL COLLEGE,AIQ,ST,11865,2,Uttar Pradesh
LOKMANYA TILAK MUNICIPAL M C,AIQ,EWS,4020,2,Maharashtra
LOKMANYA TILAK MUNICIPAL M C,AIQ,General,23758,15,Maharashtra
LOKMANYA TILAK MUNICIPAL M C,AIQ,OBC,3822,7,Maharashtra
LOKMANYA TILAK MUNICIPAL M C,AIQ,SC,10105,3,Maharashtra
LOKMANYA TILAK MUNICIPAL M C,AIQ,ST,10979,2,Maharashtra
Lady Hardinge Medical College,AIQ,EWS,6358,21,Delhi
Lady Hardinge Medical College,AIQ,General,21749,81,Delhi
Lady Hardinge Medical College,AIQ,OBC,7063,54,Delhi
Lady Hardinge Medical College,AIQ,SC,11943,28,Delhi
Lady Hardinge Medical College,AIQ,ST,14797,14,Delhi
Lakhimpur Medical College,AIQ,EWS,8960,1,Assam
Lakhimpur Medical College,AIQ,General,8468,6,Assam
Lakhimpur Medical College,AIQ,OBC,8675,5,Assam
Lakhimpur Medical College,AIQ,SC,12860,2,Assam
Lakhimpur Medical College,AIQ,ST,13013,1,Assam
Lt. B R K Government Medical College,AIQ,EWS,7919,2,Chhattisgarh
Lt. B R K Government Medical College,AIQ,General,23168,6,Chhattisgarh
Lt. B R K Government Medical College,AIQ,OBC,7758,6,Chhattisgarh
Lt. B R K Government Medical College,AIQ,SC,12184,2,Chhattisgarh
Lt. B R K Government Medical College,AIQ,ST,12741,1,Chhattisgarh
Lt. L A M Govt. Medical College,AIQ,EWS,7733,1,Chhattisgarh
Lt. L A M Govt. Medical College,AIQ,General,6659,4,Chhattisgarh
Lt. L A M Govt. Medical College,AIQ,OBC,7347,5,Chhattisgarh
Lt. L A M Govt. Medical College,AIQ,SC,12376,3,Chhattisgarh
Lt. L A M Govt. Medical College,AIQ,ST,13040,2,Chhattisgarh
M.G.M. MEDICAL COLLEGE,AIQ,EWS,5585,7,Madhya Pradesh
M.G.M. MEDICAL COLLEGE,AIQ,General,24987,19,Madhya Pradesh
M.G.M. MEDICAL COLLEGE,AIQ,OBC,5329,15,Madhya Pradesh
M.G.M. MEDICAL COLLEGE,AIQ,SC,11240,7,Madhya Pradesh
M.G.M. MEDICAL COLLEGE,AIQ,ST,12594,3,Madhya Pradesh
M.P. SHAH MEDICAL COLLEGE,AIQ,EWS,4701,4,Gujarat
M.P. SHAH MEDICAL COLLEGE,AIQ,General,23127,13,Gujarat
M.P. SHAH MEDICAL COLLEGE,AIQ,OBC,4630,11,Gujarat
M.P. SHAH MEDICAL COLLEGE,AIQ,SC,10596,6,Gujarat
M.P. SHAH MEDICAL COLLEGE,AIQ,ST,12107,3,Gujarat
MADRAS MEDICAL COLLEGE,AIQ,EWS,3815,4,Tamil Nadu
MADRAS MEDICAL COLLEGE,AIQ,General,932,12,Tamil Nadu
MADRAS MEDICAL COLLEGE,AIQ,OBC,1208,13,Tamil Nadu
MADRAS MEDICAL COLLEGE,AIQ,SC,5971,6,Tamil Nadu
MADRAS MEDICAL COLLEGE,AIQ,ST,10821,3,Tamil Nadu
MADURAI MEDICAL COLLEGE,AIQ,EWS,6580,2,Tamil Nadu
MADURAI MEDICAL COLLEGE,AIQ,General,24765,12,Tamil Nadu
MADURAI MEDICAL COLLEGE,AIQ,OBC,4135,15,Tamil Nadu
MADURAI MEDICAL COLLEGE,AIQ,SC,10236,5,Tamil Nadu
MADURAI MEDICAL COLLEGE,AIQ,ST,12701,3,Tamil Nadu
MAHARAJA K.C. GAJAPATI M.C.,AIQ,EWS,5611,3,Odisha
MAHARAJA K.C. GAJAPATI M.C.,AIQ,General,4044,11,Odisha
MAHARAJA K.C. GAJAPATI M.C.,AIQ,OBC,5258,10,Odisha
MAHARAJA K.C. GAJAPATI M.C.,AIQ,SC,10488,6,Odisha
