sno,state,code,name,mgmt,renewed,increased,total
573,Karnataka,KA/012/G/1,Nandi Medical College and Research Institute Chikkaballapura (Chikkaballapura Institute of Medical Sciences Chikkaballapura ),Government,150,0,150
574,Uttar Pradesh,UP/059/P/4,Naraina Medical College & Research Centre,Private,250,0,250
575,Bihar,BR/016/P/3,"Narayan Medical College & Hospital, Sasaram",Private,250,0,250
576,Andhra Pradesh,AP/025/P/4,"Narayana Medical College, Nellore",Private,250,0,250
577,Gujarat,GJ/001/G/1,"Narendra Modi Medical College, Ahmedabad ( previously Ahmedabad Municipal Coporation Medical Education Trust Medical College, Ahmedabad)",Government,200,0,200
578,Uttar Pradesh,UP/060/P/3,"National Capital Region Institute of Medical Sciences, Meerut",Private,200,0,200
579,Rajasthan,RJ/038/P/3,"National Institute of Medical Science & Research, Jaipur",Private,250,0,250
580,Karnataka,KA/046/P/3,"Navodaya Medical College, Raichur",Private,200,50,250
581,Telangana,TS/055/P/3,NEELIMA INSTITUTE OF MEDICAL SCIENCES,Private,200,0,200
582,Bihar,BR/017/P/4,"Netaji Subhas Medical College & Hospital, Amhara, Bihta, Patna",Private,150,100,250
