institute,quota,category,closing_rank,candidates_seen,state
Dr. B.R. Ambedkar State Institute of Medical Sciences,AIQ,EWS,4937,2,Punjab
Dr. B.R. Ambedkar State Institute of Medical Sciences,AIQ,General,3675,6,Punjab
Dr. B.R. Ambedkar State Institute of Medical Sciences,AIQ,OBC,4100,4,Punjab
Dr. B.R. Ambedkar State Institute of Medical Sciences,AIQ,SC,11442,2,Punjab
Dr. B.R. Ambedkar State Institute of Medical Sciences,AIQ,ST,12122,1,Punjab
Dr. B.S.A. Medical College,AIQ,EWS,2387,2,Delhi
Dr. B.S.A. Medical College,AIQ,General,1670,6,Delhi
Dr. B.S.A. Medical College,AIQ,OBC,2275,5,Delhi
Dr. B.S.A. Medical College,AIQ,SC,7792,3,Delhi
Dr. B.S.A. Medical College,AIQ,ST,7231,1,Delhi
Dr. DY Patil Medical College,AIQ,EWS,17615,1,Maharashtra
Dr. DY Patil Medical College,AIQ,General,21288,164,Maharashtra
Dr. DY Patil Medical College,AIQ,OBC,21078,27,Maharashtra
Dr. DY Patil Medical College,AIQ,SC,21207,10,Maharashtra
Dr. DY Patil Medical College and Hospt.,AIQ,EWS,19341,4,Maharashtra
Dr. DY Patil Medical College and Hospt.,AIQ,General,20851,167,Maharashtra
Dr. DY Patil Medical College and Hospt.,AIQ,OBC,20840,29,Maharashtra
Dr. DY Patil Medical College and Hospt.,AIQ,SC,20729,6,Maharashtra
Dr. DYP Edu. Soc. Deemed Uni.,AIQ,EWS,19210,8,Maharashtra
Dr. DYP Edu. Soc. Deemed Uni.,AIQ,General,19284,58,Maharashtra
Dr. DYP Edu. Soc. Deemed Uni.,AIQ,OBC,19231,49,Maharashtra
Dr. DYP Edu. Soc. Deemed Uni.,AIQ,SC,18988,7,Maharashtra
Dr. DYP Edu. Soc. Deemed Uni.,AIQ,ST,19295,1,Maharashtra
Dr. YS Parmar Govt. Medical College,AIQ,EWS,5312,1,Himachal Pradesh
Dr. YS Parmar Govt. Medical College,AIQ,General,4989,7,Himachal Pradesh
Dr. YS Parmar Govt. Medical College,AIQ,OBC,5690,5,Himachal Pradesh
Dr. YS Parmar Govt. Medical College,AIQ,SC,11717,3,Himachal Pradesh
Dr. YS Parmar Govt. Medical College,AIQ,ST,12834,2,Himachal Pradesh
Dr.Radhakrishnan Government Medical College,AIQ,EWS,5408,2,Himachal Pradesh
Dr.Radhakrishnan Government Medical College,AIQ,General,4924,3,Himachal Pradesh
Dr.Radhakrishnan Government Medical College,AIQ,OBC,5822,8,Himachal Pradesh
Dr.Radhakrishnan Government Medical College,AIQ,SC,11707,3,Himachal Pradesh
Dr.Radhakrishnan Government Medical College,AIQ,ST,11725,1,Himachal Pradesh
ESI-MC&PGIMS&R,AIQ,EWS,9819,15,Karnataka
ESI-MC&PGIMS&R,AIQ,General,26570,18,Karnataka
ESI-MC&PGIMS&R,AIQ,OBC,9885,28,Karnataka
ESI-MC&PGIMS&R,AIQ,SC,15193,13,Karnataka
ESI-MC&PGIMS&R,AIQ,ST,20758,7,Karnataka
ESIC Medical College,AIQ,EWS,10630,35,Karnataka
ESIC Medical College,AIQ,General,26515,42,Telangana
ESIC Medical College,AIQ,OBC,10441,79,Karnataka
ESIC Medical College,AIQ,SC,15992,29,Karnataka
ESIC Medical College,AIQ,ST,21524,11,Karnataka
ESIC Medical College AND PGIMSR,AIQ,EWS,10767,7,Tamil Nadu
ESIC Medical College AND PGIMSR,AIQ,General,25990,15,Tamil Nadu
ESIC Medical College AND PGIMSR,AIQ,OBC,9915,17,Tamil Nadu
ESIC Medical College AND PGIMSR,AIQ,SC,15001,8,Tamil Nadu
ESIC Medical College AND PGIMSR,AIQ,ST,22214,4,Tamil Nadu
ESIC PGIMSR,AIQ,EWS,10683,11,West Bengal
ESIC PGIMSR,AIQ,General,10170,20,West Bengal
ESIC PGIMSR,AIQ,OBC,10477,29,West Bengal
ESIC PGIMSR,AIQ,SC,16128,9,West Bengal
ESIC PGIMSR,AIQ,ST,22117,6,West Bengal
Employees State Insurance Corporation Medical College,AIQ,EWS,8335,9,Rajasthan
Employees State Insurance Corporation Medical College,AIQ,General,4986,6,Rajasthan
Employees State Insurance Corporation Medical College,AIQ,OBC,8409,21,Rajasthan
Employees State Insurance Corporation Medical College,AIQ,SC,14060,7,Rajasthan
Employees State Insurance Corporation Medical College,AIQ,ST,18103,3,Rajasthan
Fakhruddin Ali Ahmed Medical College,AIQ,EWS,9306,1,Assam
Fakhruddin Ali Ahmed Medical College,AIQ,General,8661,4,Assam
Fakhruddin Ali Ahmed Medical College,AIQ,OBC,9105,7,Assam
Fakhruddin Ali Ahmed Medical College,AIQ,SC,13540,3,Assam
Fakhruddin Ali Ahmed Medical College,AIQ,ST,13593,2,Assam
G.S.V.M. MEDICAL COLLEGE,AIQ,EWS,4183,5,Uttar Pradesh
G.S.V.M. MEDICAL COLLEGE,AIQ,General,24740,13,Uttar Pradesh
G.S.V.M. MEDICAL COLLEGE,AIQ,OBC,4136,9,Uttar Pradesh
G.S.V.M. MEDICAL COLLEGE,AIQ,SC,10711,3,Uttar Pradesh
G.S.V.M. MEDICAL COLLEGE,AIQ,ST,11809,2,Uttar Pradesh
GAJRA RAJA MEDICAL COLLEGE,AIQ,EWS,5410,3,Madhya Pradesh
GAJRA RAJA MEDICAL COLLEGE,AIQ,General,4429,11,Madhya Pradesh
GAJRA RAJA MEDICAL COLLEGE,AIQ,OBC,4871,8,Madhya Pradesh
GAJRA RAJA MEDICAL COLLEGE,AIQ,SC,11528,3,Madhya Pradesh
GAJRA RAJA MEDICAL COLLEGE,AIQ,ST,12004,2,Madhya Pradesh
GANDHI MEDICAL COLLEGE,AIQ,EWS,5050,4,
GANDHI MEDICAL COLLEGE,AIQ,General,16913,12,
GANDHI MEDICAL COLLEGE,AIQ,OBC,4635,11,
GANDHI MEDICAL COLLEGE,AIQ,SC,11274,6,
GANDHI MEDICAL COLLEGE,AIQ,ST,11964,2,
GITAM Institue of Med. Sce. and Res.,AIQ,EWS,20268,1,Andhra Pradesh
GITAM Institue of Med. Sce. and Res.,AIQ,General,21623,100,Andhra Pradesh
GITAM Institue of Med. Sce. and Res.,AIQ,OBC,21598,16,Andhra Pradesh
GITAM Institue of Med. Sce. and Res.,AIQ,SC,20980,4,Andhra Pradesh
GMC,AIQ,EWS,9568,6,Uttar Pradesh
GMC,AIQ,General,26357,15,Uttar Pradesh
GMC,AIQ,OBC,8942,31,Uttar Pradesh
GMC,AIQ,SC,12744,9,Uttar Pradesh
GMC,AIQ,ST,14079,5,Uttar Pradesh
GMC DAUSA RAJASTHAN,AIQ,EWS,5771,1,Rajasthan
GMC DAUSA RAJASTHAN,AIQ,General,5611,2,Rajasthan
GMC DAUSA RAJASTHAN,AIQ,OBC,6167,8,Rajasthan
GMC DAUSA RAJASTHAN,AIQ,SC,11748,2,Rajasthan
GMC DAUSA RAJASTHAN,AIQ,ST,12572,1,Rajasthan
GMC Jangaon,AIQ,EWS,9248,2,Telangana
GMC Jangaon,AIQ,General,23475,5,Telangana
GMC Jangaon,AIQ,OBC,9024,5,Telangana
GMC Jangaon,AIQ,SC,13379,2,Telangana
GMC Jangaon,AIQ,ST,14316,1,Telangana
GMC KARAULI,AIQ,EWS,6909,3,Rajasthan
GMC KARAULI,AIQ,General,6406,3,Rajasthan
GMC KARAULI,AIQ,OBC,6741,3,Rajasthan
GMC KARAULI,AIQ,SC,12391,3,Rajasthan
GMC KARAULI,AIQ,ST,13168,2,Rajasthan
GMC Kamareddy,AIQ,EWS,9607,1,Telangana
GMC Kamareddy,AIQ,General,9052,4,Telangana
GMC Kamareddy,AIQ,OBC,9134,7,Telangana
GMC Kamareddy,AIQ,SC,13525,2,Telangana
GMC Kamareddy,AIQ,ST,13853,1,Telangana
GMERS Medical College,AIQ,EWS,9224,6,Gujarat
GMERS Medical College,AIQ,General,25224,25,Gujarat
GMERS Medical College,AIQ,OBC,9055,22,Gujarat
GMERS Medical College,AIQ,SC,13263,10,Gujarat
GMERS Medical College,AIQ,ST,14547,5,Gujarat
GOA MEDICAL COLLEGE,AIQ,EWS,6578,2,Goa
GOA MEDICAL COLLEGE,AIQ,General,4855,11,Goa
GOA MEDICAL COLLEGE,AIQ,OBC,6052,8,Goa
GOA MEDICAL COLLEGE,AIQ,SC,11792,4,Goa
GOA MEDICAL COLLEGE,AIQ,ST,12851,2,Goa
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,AIQ,EWS,8309,2,Maharashtra
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,AIQ,General,22393,5,Maharashtra
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,AIQ,OBC,8017,4,Maharashtra
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,AIQ,SC,13246,2,Maharashtra
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,AIQ,ST,13920,1,Maharashtra
GOVERNMENT MEDICAL COLLEGE,AIQ,EWS,9466,25,Maharashtra
GOVERNMENT MEDICAL COLLEGE,AIQ,General,26373,82,Maharashtra
GOVERNMENT MEDICAL COLLEGE,AIQ,OBC,9132,74,Maharashtra
GOVERNMENT MEDICAL COLLEGE,AIQ,SC,13628,37,Maharashtra
GOVERNMENT MEDICAL COLLEGE,AIQ,ST,14253,19,Maharashtra
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,AIQ,EWS,8702,2,Maharashtra
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,AIQ,General,7043,3,Maharashtra
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,AIQ,OBC,7738,3,Maharashtra
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,AIQ,SC,13090,2,Maharashtra
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,AIQ,ST,14122,2,Maharashtra
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,AIQ,EWS,1805,2,Chandigarh
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,AIQ,General,680,9,Chandigarh
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,AIQ,OBC,2337,5,Chandigarh
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,AIQ,SC,7345,3,Chandigarh
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,AIQ,ST,9765,1,Chandigarh
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,AIQ,EWS,9331,1,Telangana
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,AIQ,General,26127,6,Telangana
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,AIQ,OBC,8963,5,Telangana
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,AIQ,SC,13068,1,Telangana
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,AIQ,ST,14565,1,Telangana
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,AIQ,EWS,9601,3,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,AIQ,General,25770,5,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,AIQ,OBC,9065,7,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,AIQ,SC,12803,3,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,AIQ,ST,14614,2,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE NANDYAL,AIQ,EWS,9619,2,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE NANDYAL,AIQ,General,8798,6,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE NANDYAL,AIQ,OBC,9011,9,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE NANDYAL,AIQ,SC,13119,3,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE NANDYAL,AIQ,ST,14088,1,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE PURNEA,AIQ,EWS,7893,1,Bihar
GOVERNMENT MEDICAL COLLEGE PURNEA,AIQ,General,25650,6,Bihar
GOVERNMENT MEDICAL COLLEGE PURNEA,AIQ,OBC,8191,5,Bihar
GOVERNMENT MEDICAL COLLEGE PURNEA,AIQ,SC,13203,2,Bihar
GOVERNMENT MEDICAL COLLEGE PURNEA,AIQ,ST,13997,1,Bihar
GOVT MEDICAL COLLEGE,AIQ,EWS,9618,3,Telangana
GOVT MEDICAL COLLEGE,AIQ,General,26315,5,Telangana
GOVT MEDICAL COLLEGE,AIQ,OBC,9253,9,Telangana
GOVT MEDICAL COLLEGE,AIQ,SC,13722,3,Telangana
GOVT MEDICAL COLLEGE,AIQ,ST,14526,1,Telangana
GOVT MEDICAL COLLEGE VIZIANAGARAM,AIQ,EWS,9590,3,Andhra Pradesh
GOVT MEDICAL COLLEGE VIZIANAGARAM,AIQ,General,8755,4,Andhra Pradesh
GOVT MEDICAL COLLEGE VIZIANAGARAM,AIQ,OBC,9102,11,Andhra Pradesh
GOVT MEDICAL COLLEGE VIZIANAGARAM,AIQ,SC,13034,3,Andhra Pradesh
GOVT MEDICAL COLLEGE VIZIANAGARAM,AIQ,ST,14099,1,Andhra Pradesh
GOVT. DHARAMAPURI MED COLL,AIQ,EWS,9407,1,Tamil Nadu
GOVT. DHARAMAPURI MED COLL,AIQ,General,5272,4,Tamil Nadu
GOVT. DHARAMAPURI MED COLL,AIQ,OBC,5722,7,Tamil Nadu
GOVT. DHARAMAPURI MED COLL,AIQ,SC,11248,2,Tamil Nadu
GOVT. DHARAMAPURI MED COLL,AIQ,ST,14185,1,Tamil Nadu
GOVT. KILPAUK MEDICAL COLLEGE,AIQ,EWS,7603,3,Tamil Nadu
GOVT. KILPAUK MEDICAL COLLEGE,AIQ,General,21712,7,Tamil Nadu
GOVT. KILPAUK MEDICAL COLLEGE,AIQ,OBC,2177,8,Tamil Nadu
GOVT. KILPAUK MEDICAL COLLEGE,AIQ,SC,8608,3,Tamil Nadu
GOVT. KILPAUK MEDICAL COLLEGE,AIQ,ST,12034,1,Tamil Nadu
GOVT. MEDICAL COLLEGE,AIQ,EWS,9261,21,Kerala
GOVT. MEDICAL COLLEGE,AIQ,General,26177,58,Maharashtra
GOVT. MEDICAL COLLEGE,AIQ,OBC,5887,78,Kerala
GOVT. MEDICAL COLLEGE,AIQ,SC,11540,30,Maharashtra
GOVT. MEDICAL COLLEGE,AIQ,ST,14084,14,Maharashtra
GOVT. MOHAN KUMARAMANGALAM M.C.,AIQ,EWS,9363,1,Tamil Nadu
GOVT. MOHAN KUMARAMANGALAM M.C.,AIQ,General,25677,4,Tamil Nadu
GOVT. MOHAN KUMARAMANGALAM M.C.,AIQ,OBC,4215,6,Tamil Nadu
GOVT. MOHAN KUMARAMANGALAM M.C.,AIQ,SC,10000,2,Tamil Nadu
GOVT. MOHAN KUMARAMANGALAM M.C.,AIQ,ST,13712,1,Tamil Nadu
GOVT. VELLORE MEDICAL COLLEGE,AIQ,EWS,6629,1,Tamil Nadu
GOVT. VELLORE MEDICAL COLLEGE,AIQ,General,3641,4,Tamil Nadu
GOVT. VELLORE MEDICAL COLLEGE,AIQ,OBC,4047,5,Tamil Nadu
GOVT. VELLORE MEDICAL COLLEGE,AIQ,SC,10260,3,Tamil Nadu
GOVT. VELLORE MEDICAL COLLEGE,AIQ,ST,13054,1,Tamil Nadu
GOVT.MEDICAL COLLEGE,AIQ,EWS,6541,12,Kerala
GOVT.MEDICAL COLLEGE,AIQ,General,26510,42,Kerala
GOVT.MEDICAL COLLEGE,AIQ,OBC,5564,52,Kerala
GOVT.MEDICAL COLLEGE,AIQ,SC,11433,20,Kerala
GOVT.MEDICAL COLLEGE,AIQ,ST,13426,9,Kerala
GRANT MEDICAL COLL & SIR J.J.HOSP,AIQ,EWS,4018,4,Maharashtra
GRANT MEDICAL COLL & SIR J.J.HOSP,AIQ,General,23482,16,Maharashtra
GRANT MEDICAL COLL & SIR J.J.HOSP,AIQ,OBC,3636,9,Maharashtra
GRANT MEDICAL COLL & SIR J.J.HOSP,AIQ,SC,9656,4,Maharashtra
GRANT MEDICAL COLL & SIR J.J.HOSP,AIQ,ST,11771,3,Maharashtra
GTMC,AIQ,EWS,9645,2,Tamil Nadu
GTMC,AIQ,General,26365,5,Tamil Nadu
GTMC,AIQ,OBC,6312,4,Tamil Nadu
GTMC,AIQ,SC,11833,2,Tamil Nadu
GTMC,AIQ,ST,14778,2,Tamil Nadu
GUNTUR MEDICAL COLLEGE,AIQ,EWS,5635,4,Andhra Pradesh
GUNTUR MEDICAL COLLEGE,AIQ,General,24925,11,Andhra Pradesh
GUNTUR MEDICAL COLLEGE,AIQ,OBC,5139,10,Andhra Pradesh
GUNTUR MEDICAL COLLEGE,AIQ,SC,10960,6,Andhra Pradesh
GUNTUR MEDICAL COLLEGE,AIQ,ST,12158,3,Andhra Pradesh
GURU GOVIND SINGH MED COLL,AIQ,EWS,6461,3,Punjab
GURU GOVIND SINGH MED COLL,AIQ,General,23038,8,Punjab
GURU GOVIND SINGH MED COLL,AIQ,OBC,5769,6,Punjab
GURU GOVIND SINGH MED COLL,AIQ,SC,11619,2,Punjab
GURU GOVIND SINGH MED COLL,AIQ,ST,13231,2,Punjab
GUWAHATI MEDICAL COLLEGE,AIQ,EWS,6090,5,Assam
GUWAHATI MEDICAL COLLEGE,AIQ,General,4591,8,Assam
GUWAHATI MEDICAL COLLEGE,AIQ,OBC,5934,10,Assam
GUWAHATI MEDICAL COLLEGE,AIQ,SC,10922,4,Assam
GUWAHATI MEDICAL COLLEGE,AIQ,ST,11783,2,Assam
GVMC,AIQ,EWS,9588,1,Tamil Nadu
GVMC,AIQ,General,5250,3,Tamil Nadu
GVMC,AIQ,OBC,5530,6,Tamil Nadu
GVMC,AIQ,SC,10526,2,Tamil Nadu
GVMC,AIQ,ST,13543,1,Tamil Nadu
Gadag Institute of Medical Sciences,AIQ,EWS,9122,2,Karnataka
Gadag Institute of Medical Sciences,AIQ,General,7428,6,Karnataka
Gadag Institute of Medical Sciences,AIQ,OBC,7823,8,Karnataka
Gadag Institute of Medical Sciences,AIQ,SC,13319,3,Karnataka
Gadag Institute of Medical Sciences,AIQ,ST,13126,2,Karnataka
Gandhi Medical College Musheerabad Secunderabad,AIQ,EWS,3918,2,Telangana
Gandhi Medical College Musheerabad Secunderabad,AIQ,General,2015,12,Telangana
Gandhi Medical College Musheerabad Secunderabad,AIQ,OBC,3075,9,Telangana
Gandhi Medical College Musheerabad Secunderabad,AIQ,SC,10316,3,Telangana
Gandhi Medical College Musheerabad Secunderabad,AIQ,ST,11275,2,Telangana
General PwD,AIQ,General,26579,155,
Gmc,AIQ,EWS,7416,1,Uttar Pradesh
Gmc,AIQ,General,7053,2,Uttar Pradesh
Gmc,AIQ,OBC,7176,6,Uttar Pradesh
Gmc,AIQ,SC,12822,3,Uttar Pradesh
Gmc,AIQ,ST,13639,2,Uttar Pradesh
Goverment Medical College,AIQ,EWS,8851,4,Bihar
Goverment Medical College,AIQ,General,8625,14,Maharashtra
Goverment Medical College,AIQ,OBC,8848,20,Bihar
Goverment Medical College,AIQ,SC,13325,8,Maharashtra
Goverment Medical College,AIQ,ST,14287,4,Bihar
Goverment Medical College And Hospital Jalgaon,AIQ,EWS,8332,2,Maharashtra
Goverment Medical College And Hospital Jalgaon,AIQ,General,7595,4,Maharashtra
Goverment Medical College And Hospital Jalgaon,AIQ,OBC,7906,13,Maharashtra
Goverment Medical College And Hospital Jalgaon,AIQ,SC,13019,3,Maharashtra
Goverment Medical College And Hospital Jalgaon,AIQ,ST,13916,1,Maharashtra
Government Doon Medcial College,AIQ,EWS,4997,1,Uttarakhand
Government Doon Medcial College,AIQ,General,26418,8,Uttarakhand
Government Doon Medcial College,AIQ,OBC,4826,6,Uttarakhand
Government Doon Medcial College,AIQ,SC,11471,3,Uttarakhand
Government Doon Medcial College,AIQ,ST,12551,2,Uttarakhand
Government Medcial College,AIQ,EWS,8654,3,Maharashtra
Government Medcial College,AIQ,General,24581,8,Maharashtra
Government Medcial College,AIQ,OBC,8050,7,Maharashtra
Government Medcial College,AIQ,SC,13155,3,Maharashtra
Government Medcial College,AIQ,ST,14044,2,Maharashtra
Government Medical College,AIQ,EWS,10811,92,Tamil Nadu
Government Medical College,AIQ,General,26576,266,Telangana
Government Medical College,AIQ,OBC,9875,354,Tamil Nadu
Government Medical College,AIQ,SC,14733,129,Telangana
Government Medical College,AIQ,ST,22245,62,Telangana
Government Medical College & Hospital,AIQ,EWS,9388,3,West Bengal
Government Medical College & Hospital,AIQ,General,25108,6,Maharashtra
Government Medical College & Hospital,AIQ,OBC,8767,11,Maharashtra
Government Medical College & Hospital,AIQ,SC,13275,4,West Bengal
Government Medical College & Hospital,AIQ,ST,14514,1,West Bengal
Government Medical College Chittorgarh,AIQ,EWS,6857,3,Rajasthan
Government Medical College Chittorgarh,AIQ,General,24981,4,Rajasthan
Government Medical College Chittorgarh,AIQ,OBC,5972,4,Rajasthan
Government Medical College Chittorgarh,AIQ,SC,11723,2,Rajasthan
Government Medical College Chittorgarh,AIQ,ST,12613,1,Rajasthan
Government Medical College Mahasamund Chhattisgarh,AIQ,EWS,9003,2,Chhattisgarh
Government Medical College Mahasamund Chhattisgarh,AIQ,General,8238,3,Chhattisgarh
Government Medical College Mahasamund Chhattisgarh,AIQ,OBC,8636,7,Chhattisgarh
Government Medical College Mahasamund Chhattisgarh,AIQ,SC,13047,3,Chhattisgarh
Government Medical College Mahasamund Chhattisgarh,AIQ,ST,14248,2,Chhattisgarh
Government Medical College Narsampet,AIQ,EWS,9487,2,Telangana
Government Medical College Narsampet,AIQ,General,7505,1,Telangana
Government Medical College Narsampet,AIQ,OBC,9057,1,Telangana
Government Medical College Narsampet,AIQ,SC,13556,1,Telangana
Government Medical College Nirmal,AIQ,EWS,9660,2,Telangana
Government Medical College Nirmal,AIQ,General,9080,5,Telangana
Government Medical College Nirmal,AIQ,OBC,9268,5,Telangana
Government Medical College Nirmal,AIQ,SC,13177,2,Telangana
Government Medical College Nirmal,AIQ,ST,13701,1,Telangana
Government Medical College Satna,AIQ,EWS,8181,3,Madhya Pradesh
Government Medical College Satna,AIQ,General,26472,6,Madhya Pradesh
Government Medical College Satna,AIQ,OBC,7646,6,Madhya Pradesh
Government Medical College Satna,AIQ,SC,12839,2,Madhya Pradesh
Government Medical College Satna,AIQ,ST,13692,2,Madhya Pradesh
Government Medical College Siddipet,AIQ,EWS,9146,3,Telangana
Government Medical College Siddipet,AIQ,General,8288,5,Telangana
Government Medical College Siddipet,AIQ,OBC,8699,10,Telangana
Government Medical College Siddipet,AIQ,SC,13044,3,Telangana
Government Medical College Suryapet,AIQ,EWS,9456,2,Telangana
Government Medical College Suryapet,AIQ,General,26608,8,Telangana
Government Medical College Suryapet,AIQ,OBC,8705,6,Telangana
Government Medical College Suryapet,AIQ,SC,13345,3,Telangana
Government Medical College Suryapet,AIQ,ST,13821,1,Telangana
Government Medical College and District General Hospital,AIQ,EWS,8513,1,Maharashtra
Government Medical College and District General Hospital,AIQ,General,7802,5,Maharashtra
Government Medical College and District General Hospital,AIQ,OBC,8045,4,Maharashtra
Government Medical College and District General Hospital,AIQ,SC,13232,3,Maharashtra
Government Medical College and District General Hospital,AIQ,ST,14119,1,Maharashtra
Government Medical College and ESIC Hospital,AIQ,EWS,10791,2,Tamil Nadu
Government Medical College and ESIC Hospital,AIQ,General,25101,8,Tamil Nadu
Government Medical College and ESIC Hospital,AIQ,OBC,9739,16,Tamil Nadu
Government Medical College and ESIC Hospital,AIQ,SC,13152,5,Tamil Nadu
Government Medical College and ESIC Hospital,AIQ,ST,16402,2,Tamil Nadu
Government Medical College and Hospital,AIQ,EWS,9313,1,Odisha
Government Medical College and Hospital,AIQ,General,7975,5,Odisha
Government Medical College and Hospital,AIQ,OBC,8847,7,Odisha
Government Medical College and Hospital,AIQ,SC,12752,3,Odisha
Government Medical College and Hospital,AIQ,ST,14748,2,Odisha
Government Medical college,AIQ,EWS,8483,3,Maharashtra
Government Medical college,AIQ,General,7918,9,Uttarakhand
Government Medical college,AIQ,OBC,8544,10,Maharashtra
Government Medical college,AIQ,SC,12481,5,Maharashtra
Government Medical college,AIQ,ST,14214,2,Uttarakhand
Government medical College,AIQ,EWS,9629,1,Andhra Pradesh
Government medical College,AIQ,General,23783,6,Tamil Nadu
Government medical College,AIQ,OBC,9111,6,Tamil Nadu
Government medical College,AIQ,SC,12721,4,Tamil Nadu
Government medical College,AIQ,ST,14727,2,Andhra Pradesh
Government of Medical College and Hospital,AIQ,EWS,7101,1,Odisha
Government of Medical College and Hospital,AIQ,General,6534,5,Odisha
Government of Medical College and Hospital,AIQ,OBC,7045,5,Odisha
Government of Medical College and Hospital,AIQ,SC,11860,2,Odisha
Government of Medical College and Hospital,AIQ,ST,14676,1,Odisha
Govt Medical College,AIQ,EWS,9573,9,Rajasthan
Govt Medical College,AIQ,General,26226,29,Rajasthan
Govt Medical College,AIQ,OBC,9200,49,Rajasthan
Govt Medical College,AIQ,SC,13706,18,Rajasthan
Govt Medical College,AIQ,ST,14786,10,Rajasthan
Govt Medical College Badaun,AIQ,EWS,7122,2,
Govt Medical College Badaun,AIQ,General,6510,5,
Govt Medical College Badaun,AIQ,OBC,6905,4,
Govt Medical College Badaun,AIQ,SC,12534,2,
Govt Medical College Badaun,AIQ,ST,13307,1,
Govt Medical College Baramati,AIQ,EWS,6222,1,Maharashtra
Govt Medical College Baramati,AIQ,General,5674,6,Maharashtra
Govt Medical College Baramati,AIQ,OBC,6047,4,Maharashtra
Govt Medical College Baramati,AIQ,SC,11128,2,Maharashtra
Govt Medical College Baramati,AIQ,ST,12001,1,Maharashtra
Govt Medical College Barmer Rajasthan,AIQ,EWS,6191,1,Rajasthan
Govt Medical College Barmer Rajasthan,AIQ,General,5418,3,Rajasthan
Govt Medical College Barmer Rajasthan,AIQ,OBC,5881,9,Rajasthan
Govt Medical College Barmer Rajasthan,AIQ,SC,11764,3,Rajasthan
Govt Medical College Barmer Rajasthan,AIQ,ST,12784,1,Rajasthan
Govt Medical College Basti,AIQ,EWS,7460,1,Uttar Pradesh
Govt Medical College Basti,AIQ,General,24396,5,Uttar Pradesh
Govt Medical College Basti,AIQ,OBC,6950,5,Uttar Pradesh
Govt Medical College Basti,AIQ,SC,12831,2,Uttar Pradesh
Govt Medical College Basti,AIQ,ST,13213,1,Uttar Pradesh
Govt Medical College Faizabad,AIQ,EWS,7247,3,Uttar Pradesh
Govt Medical College Faizabad,AIQ,General,5928,2,Uttar Pradesh
Govt Medical College Faizabad,AIQ,OBC,6701,6,Uttar Pradesh
Govt Medical College Faizabad,AIQ,SC,12513,2,Uttar Pradesh
Govt Medical College Faizabad,AIQ,ST,13125,1,Uttar Pradesh
Govt Medical College Firozabad,AIQ,EWS,6888,1,Uttar Pradesh
Govt Medical College Firozabad,AIQ,General,26513,8,Uttar Pradesh
Govt Medical College Firozabad,AIQ,OBC,6823,5,Uttar Pradesh
Govt Medical College Firozabad,AIQ,SC,12153,1,Uttar Pradesh
Govt Medical College Kannur,AIQ,EWS,8690,2,Kerala
Govt Medical College Kannur,AIQ,General,3674,4,Kerala
Govt Medical College Kannur,AIQ,OBC,3827,5,Kerala
Govt Medical College Kannur,AIQ,SC,12030,3,Kerala
Govt Medical College Kannur,AIQ,ST,13922,1,Kerala
Govt Medical College Nalgonda,AIQ,EWS,9405,1,Telangana
Govt Medical College Nalgonda,AIQ,General,8472,6,Telangana
Govt Medical College Nalgonda,AIQ,OBC,8815,7,Telangana
Govt Medical College Nalgonda,AIQ,SC,13252,3,Telangana
Govt Medical College Nalgonda,AIQ,ST,13851,1,Telangana
Govt Medical College Ratlam,AIQ,EWS,7164,4,Madhya Pradesh
