institute,quota,category,closing_rank,candidates_seen,state
Siddartha Medical College,AIQ,General,23759,7,Andhra Pradesh
Siddartha Medical College,AIQ,OBC,7156,10,Andhra Pradesh
Siddartha Medical College,AIQ,SC,10562,2,Andhra Pradesh
Siddartha Medical College,AIQ,ST,13031,1,Andhra Pradesh
Sree Balaji Medical College and Hospital,AIQ,EWS,24840,2,Tamil Nadu
Sree Balaji Medical College and Hospital,AIQ,General,25304,102,Tamil Nadu
Sree Balaji Medical College and Hospital,AIQ,OBC,25306,112,Tamil Nadu
Sree Balaji Medical College and Hospital,AIQ,SC,25097,19,Tamil Nadu
Sree Balaji Medical College and Hospital,AIQ,ST,25186,2,Tamil Nadu
Sri Jagannath Medical College & Hospital,AIQ,EWS,7484,2,Odisha
Sri Jagannath Medical College & Hospital,AIQ,General,5451,6,Odisha
Sri Jagannath Medical College & Hospital,AIQ,OBC,6758,4,Odisha
Sri Jagannath Medical College & Hospital,AIQ,SC,11740,2,Odisha
Sri Jagannath Medical College & Hospital,AIQ,ST,13106,1,Odisha
Sri Lakshmi Narayana Inst. of Med. Scien.,AIQ,EWS,25386,5,Puducherry
Sri Lakshmi Narayana Inst. of Med. Scien.,AIQ,General,25548,107,Puducherry
Sri Lakshmi Narayana Inst. of Med. Scien.,AIQ,OBC,25551,103,Puducherry
Sri Lakshmi Narayana Inst. of Med. Scien.,AIQ,SC,25553,21,Puducherry
Sri Lakshmi Narayana Inst. of Med. Scien.,AIQ,ST,25476,5,Puducherry
Sri Ramachandra Med. College and Res. Inst.,AIQ,General,17950,117,Tamil Nadu
Sri Ramachandra Med. College and Res. Inst.,AIQ,OBC,17851,82,Tamil Nadu
Sri Ramachandra Med. College and Res. Inst.,AIQ,SC,17847,5,Tamil Nadu
Sri Siddhartha Academy T Begur,AIQ,EWS,17722,5,Karnataka
Sri Siddhartha Academy T Begur,AIQ,General,17718,64,Karnataka
Sri Siddhartha Academy T Begur,AIQ,OBC,17664,42,Karnataka
Sri Siddhartha Academy T Begur,AIQ,SC,17709,8,Karnataka
Sri Siddhartha Academy T Begur,AIQ,ST,17610,2,Karnataka
Sri Siddhartha Medical College DU,AIQ,EWS,16649,4,Karnataka
Sri Siddhartha Medical College DU,AIQ,General,16857,103,Karnataka
Sri Siddhartha Medical College DU,AIQ,OBC,16807,52,Karnataka
Sri Siddhartha Medical College DU,AIQ,SC,16405,2,Karnataka
Sri Venkateswara Medical College,AIQ,EWS,6356,4,Andhra Pradesh
Sri Venkateswara Medical College,AIQ,General,5379,10,Andhra Pradesh
Sri Venkateswara Medical College,AIQ,OBC,6743,11,Andhra Pradesh
Sri Venkateswara Medical College,AIQ,SC,11663,6,Andhra Pradesh
Sri Venkateswara Medical College,AIQ,ST,13111,3,Andhra Pradesh
Sundarlal patwa Govt medical College mandsaur,AIQ,EWS,7718,2,
Sundarlal patwa Govt medical College mandsaur,AIQ,General,7228,2,
Sundarlal patwa Govt medical College mandsaur,AIQ,OBC,7749,7,
Sundarlal patwa Govt medical College mandsaur,AIQ,SC,12909,2,
Sundarlal patwa Govt medical College mandsaur,AIQ,ST,13659,1,
T.D. MEDICAL COLLEGE,AIQ,EWS,7662,3,Kerala
T.D. MEDICAL COLLEGE,AIQ,General,2979,7,Kerala
T.D. MEDICAL COLLEGE,AIQ,OBC,3337,9,Kerala
T.D. MEDICAL COLLEGE,AIQ,SC,11410,4,Kerala
T.D. MEDICAL COLLEGE,AIQ,ST,13877,2,Kerala
THANJAVUR MEDICAL COLL.,AIQ,EWS,8971,2,Tamil Nadu
THANJAVUR MEDICAL COLL.,AIQ,General,25585,7,Tamil Nadu
THANJAVUR MEDICAL COLL.,AIQ,OBC,3954,7,Tamil Nadu
THANJAVUR MEDICAL COLL.,AIQ,SC,9720,4,Tamil Nadu
THANJAVUR MEDICAL COLL.,AIQ,ST,13666,2,Tamil Nadu
THENI GOVT. MEDICAL COLLEGE,AIQ,EWS,9543,2,Tamil Nadu
THENI GOVT. MEDICAL COLLEGE,AIQ,General,4601,4,Tamil Nadu
THENI GOVT. MEDICAL COLLEGE,AIQ,OBC,4875,6,Tamil Nadu
THENI GOVT. MEDICAL COLLEGE,AIQ,SC,10934,2,Tamil Nadu
THENI GOVT. MEDICAL COLLEGE,AIQ,ST,14113,1,Tamil Nadu
THOOTHUKUDI MEDICAL COLLEGE,AIQ,EWS,9582,2,Tamil Nadu
THOOTHUKUDI MEDICAL COLLEGE,AIQ,General,5048,5,Tamil Nadu
THOOTHUKUDI MEDICAL COLLEGE,AIQ,OBC,5516,8,Tamil Nadu
THOOTHUKUDI MEDICAL COLLEGE,AIQ,SC,11662,4,Tamil Nadu
THOOTHUKUDI MEDICAL COLLEGE,AIQ,ST,14401,2,Tamil Nadu
TOPIWALA NATIONAL MEDICAL COLLEGE,AIQ,EWS,4525,2,Maharashtra
TOPIWALA NATIONAL MEDICAL COLLEGE,AIQ,General,17451,9,Maharashtra
TOPIWALA NATIONAL MEDICAL COLLEGE,AIQ,OBC,4272,5,Maharashtra
TOPIWALA NATIONAL MEDICAL COLLEGE,AIQ,SC,10729,4,Maharashtra
TOPIWALA NATIONAL MEDICAL COLLEGE,AIQ,ST,12429,2,Maharashtra
Tamralipto Government Medical College & Hospital,AIQ,EWS,9332,1,West Bengal
Tamralipto Government Medical College & Hospital,AIQ,General,8762,5,West Bengal
Tamralipto Government Medical College & Hospital,AIQ,OBC,8981,4,West Bengal
Tamralipto Government Medical College & Hospital,AIQ,SC,13444,3,West Bengal
Tamralipto Government Medical College & Hospital,AIQ,ST,14500,1,West Bengal
Tezpur Medical College,AIQ,EWS,9348,2,Assam
Tezpur Medical College,AIQ,General,17256,4,Assam
Tezpur Medical College,AIQ,OBC,9127,6,Assam
Tezpur Medical College,AIQ,SC,13594,3,Assam
Tezpur Medical College,AIQ,ST,13410,1,Assam
Thiruvannamalai MC,AIQ,EWS,9504,1,Tamil Nadu
Thiruvannamalai MC,AIQ,General,5879,3,Tamil Nadu
Thiruvannamalai MC,AIQ,OBC,6016,5,Tamil Nadu
Thiruvannamalai MC,AIQ,SC,10982,2,Tamil Nadu
Thiruvannamalai MC,AIQ,ST,14434,1,Tamil Nadu
Tinsukia Medical College & Hospital,AIQ,EWS,9637,2,Assam
Tinsukia Medical College & Hospital,AIQ,General,9230,5,Assam
Tinsukia Medical College & Hospital,AIQ,OBC,9360,4,Assam
Tinsukia Medical College & Hospital,AIQ,SC,13672,2,Assam
Tinsukia Medical College & Hospital,AIQ,ST,12446,1,Assam
Tomo Riba Institute Health and Medical Sciences,AIQ,EWS,9328,1,Arunachal Pradesh
Tomo Riba Institute Health and Medical Sciences,AIQ,General,8881,4,Arunachal Pradesh
Tomo Riba Institute Health and Medical Sciences,AIQ,OBC,9329,6,Arunachal Pradesh
Tomo Riba Institute Health and Medical Sciences,AIQ,SC,12920,1,Arunachal Pradesh
Tomo Riba Institute Health and Medical Sciences,AIQ,ST,13729,1,Arunachal Pradesh
UNS AUTONOMOUS STATE MEDICAL COLLEGES,AIQ,EWS,7820,2,
UNS AUTONOMOUS STATE MEDICAL COLLEGES,AIQ,General,7691,4,
UNS AUTONOMOUS STATE MEDICAL COLLEGES,AIQ,OBC,7875,5,
UNS AUTONOMOUS STATE MEDICAL COLLEGES,AIQ,SC,12979,2,
UTTARANCHAL F HOSP TRUST MC,AIQ,EWS,5437,1,Uttarakhand
UTTARANCHAL F HOSP TRUST MC,AIQ,General,4482,7,Uttarakhand
UTTARANCHAL F HOSP TRUST MC,AIQ,OBC,5599,5,Uttarakhand
UTTARANCHAL F HOSP TRUST MC,AIQ,SC,11850,3,Uttarakhand
UTTARANCHAL F HOSP TRUST MC,AIQ,ST,12971,2,Uttarakhand
University College of Medical Sciences,AIQ,EWS,4797,10,Delhi
University College of Medical Sciences,AIQ,General,26594,65,Delhi
University College of Medical Sciences,AIQ,OBC,5350,41,Delhi
University College of Medical Sciences,AIQ,SC,11997,22,Delhi
University College of Medical Sciences,AIQ,ST,15276,12,Delhi
Uttar Pradesh University of Medical Sciences,AIQ,EWS,5968,3,Uttar Pradesh
Uttar Pradesh University of Medical Sciences,AIQ,General,19613,12,Uttar Pradesh
Uttar Pradesh University of Medical Sciences,AIQ,OBC,5559,8,Uttar Pradesh
Uttar Pradesh University of Medical Sciences,AIQ,SC,11675,4,Uttar Pradesh
Uttar Pradesh University of Medical Sciences,AIQ,ST,12884,2,Uttar Pradesh
V.S.S. MEDICAL COLLEGE,AIQ,EWS,5391,2,Odisha
V.S.S. MEDICAL COLLEGE,AIQ,General,24204,9,Odisha
V.S.S. MEDICAL COLLEGE,AIQ,OBC,6128,9,Odisha
V.S.S. MEDICAL COLLEGE,AIQ,SC,11252,4,Odisha
V.S.S. MEDICAL COLLEGE,AIQ,ST,13453,2,Odisha
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,AIQ,EWS,6228,2,Bihar
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,AIQ,General,26607,4,Bihar
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,AIQ,OBC,5847,7,Bihar
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,AIQ,SC,12256,2,Bihar
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,AIQ,ST,12537,1,Bihar
VELS MEDICAL COLLEGE & HOSPITAL,AIQ,EWS,20680,2,Tamil Nadu
VELS MEDICAL COLLEGE & HOSPITAL,AIQ,General,21386,29,Tamil Nadu
VELS MEDICAL COLLEGE & HOSPITAL,AIQ,OBC,21367,81,Tamil Nadu
VELS MEDICAL COLLEGE & HOSPITAL,AIQ,SC,21396,13,Tamil Nadu
VIJAYNAGAR INST OF MED. SC,AIQ,EWS,8126,3,Karnataka
VIJAYNAGAR INST OF MED. SC,AIQ,General,6310,7,Karnataka
VIJAYNAGAR INST OF MED. SC,AIQ,OBC,7070,10,Karnataka
VIJAYNAGAR INST OF MED. SC,AIQ,SC,12354,5,Karnataka
VIJAYNAGAR INST OF MED. SC,AIQ,ST,13103,3,Karnataka
VMKV Medical College and Hospital,AIQ,EWS,23072,2,Tamil Nadu
VMKV Medical College and Hospital,AIQ,General,23363,48,Tamil Nadu
VMKV Medical College and Hospital,AIQ,OBC,23323,81,Tamil Nadu
VMKV Medical College and Hospital,AIQ,SC,23090,13,Tamil Nadu
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,AIQ,EWS,3223,17,Delhi
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,AIQ,General,25690,54,Delhi
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,AIQ,OBC,3341,42,Delhi
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,AIQ,SC,10339,20,Delhi
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,AIQ,ST,13843,12,Delhi
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,AIQ,EWS,6894,2,Uttarakhand
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,AIQ,General,22341,7,Uttarakhand
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,AIQ,OBC,6836,6,Uttarakhand
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,AIQ,SC,11475,1,Uttarakhand
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,AIQ,ST,13076,1,Uttarakhand
Vinayaka Missions Medical College and Hospital,AIQ,EWS,22388,4,Puducherry
Vinayaka Missions Medical College and Hospital,AIQ,General,22525,46,Puducherry
Vinayaka Missions Medical College and Hospital,AIQ,OBC,22524,83,Puducherry
Vinayaka Missions Medical College and Hospital,AIQ,SC,22321,12,Puducherry
Virendra Kumar Sakhlecha Government Medical College,AIQ,EWS,7874,1,Madhya Pradesh
Virendra Kumar Sakhlecha Government Medical College,AIQ,General,7426,6,Madhya Pradesh
Virendra Kumar Sakhlecha Government Medical College,AIQ,OBC,7876,4,Madhya Pradesh
Virendra Kumar Sakhlecha Government Medical College,AIQ,SC,12754,2,Madhya Pradesh
Virendra Kumar Sakhlecha Government Medical College,AIQ,ST,13427,1,Madhya Pradesh
YADGIRI INSTITUTE OF MEDICAL SCIENCES,AIQ,EWS,9155,2,Karnataka
YADGIRI INSTITUTE OF MEDICAL SCIENCES,AIQ,General,8167,10,Karnataka
YADGIRI INSTITUTE OF MEDICAL SCIENCES,AIQ,OBC,8415,6,Karnataka
YADGIRI INSTITUTE OF MEDICAL SCIENCES,AIQ,SC,13428,3,Karnataka
YADGIRI INSTITUTE OF MEDICAL SCIENCES,AIQ,ST,14351,1,Karnataka
Yenepoya Medical College,AIQ,EWS,17827,1,Karnataka
Yenepoya Medical College,AIQ,General,19262,96,Karnataka
Yenepoya Medical College,AIQ,OBC,19256,72,Karnataka
Yenepoya Medical College,AIQ,SC,17020,1,Karnataka
Yenepoya Medical College,AIQ,ST,17990,1,Karnataka
ZORAM MEDICAL COLLEGE Falkawn,AIQ,EWS,9709,1,Mizoram
ZORAM MEDICAL COLLEGE Falkawn,AIQ,General,26314,8,Mizoram
ZORAM MEDICAL COLLEGE Falkawn,AIQ,OBC,9338,3,Mizoram
ZORAM MEDICAL COLLEGE Falkawn,AIQ,SC,13508,2,Mizoram
