Maharashtra|Government Medical College, Sindhudurg|100|Government
Rajasthan|Government Medical College, Sirohi|100|Government
Rajasthan|Government Medical College, Sri Ganganagar|100|Government
Jammu and Kashmir|Government Medical College, Srinagar|250|Government
Odisha|Government Medical College, Sundargarh|100|Government
Gujarat|Government Medical College, Surat|250|Government
Telangana|Government Medical College, Suryapet|150|Government
Tamil Nadu|Government Medical College, The Nilgiris|150|Government
Tamil Nadu|Government Medical College, Thiruvallur|150|Government
Kerala|Government Medical College, Thrissur|175|Government
Tamil Nadu|Government Medical College, Tiruppur|150|Government
Rajasthan|Government medical college, tonk|50|Government
Madhya Pradesh|Government Medical College, Vidisha, MP|180|Government
Telangana|Government Medical College, Vikarabad, Telangana|100|Government
Tamil Nadu|Government Medical College, Virudhunagar|150|Government
Andhra Pradesh|Government medical college, vizianagaram|150|Government
Telangana|Government Medical College, Wanaparthy|150|Government
Maharashtra|Government Medical College, Washim|100|Government
Kerala|Government Medical College, Wayanad|50|Government
Telangana|Government Medical College, Yadadri|50|Government
Andhra Pradesh|Government Siddhartha Medical College, Vijaywada|250|Government
Tamil Nadu|Government Sivagangai Medical College, Sivaganga|100|Government
Tamil Nadu|Government Thiruvannamalai Medical College, Thiruvannamalai|100|Government
Tamil Nadu|Government Vellore Medical College, Vellore|100|Government
Tamil Nadu|Government Villupuram Medical College, Villupuram|100|Government
Chattisgarh|Govt. Medical College Kabeerdham|50|Government
Jammu and Kashmir|Govt. Medical College, Doda, Kashmir|150|Government
West Bengal|Govt. Medical College, Kolkata|250|Government
Kerala|Govt. Medical College,Pariyaram, Kannur (Prev. Known as Academy of Medical Sciences)|100|Government
Tamil Nadu|Govt. Mohan Kumaramangalam Medical College, Salem|100|Government
Chattisgarh|Govt.Medical Collage Manendragarh|50|Government
Maharashtra|Grant Medical College, Mumbai|250|Government
Uttarakhand|Graphic Era Institute of Medical Sciences Dehradun, Uttrakhand|200|Private
Andhra Pradesh|Great Eastern Medical School and Hospital, Srikakulam|200|Private
Andhra Pradesh|GSL Medical College, Rajahmundry|250|Private
Uttar Pradesh|GSVM Medical College, Kanpur|250|Government
Gujarat|Gujarat Adani Institute of Medical Sciences, Bhuj|150|Private
Karnataka|Gulbarga Institute of Medical Sciences, Gulbarga|200|Government
Andhra Pradesh|Guntur Medical College, Guntur|250|Government
Punjab|Guru Govind Singh Medical College, Faridkot|250|Government
Maharashtra|H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai|200|Government
Delhi|Hamdard Institute of Medical Sciences & Research, New Delhi|150|Private
Karnataka|Hassan Institute of Medical Sciences, Hassan|200|Government
Karnataka|Haveri Institute of Medical Sciences, Haveri|150|Government
Jharkhand|Hazaribagh Medical College, Hazaribagh|100|Government
Uttar Pradesh|Heritage Institute of Medical Sciences, Varanasi|250|Private
Odisha|Hi-Tech Medical College & Hospital, Bhubaneswar|150|Private
Odisha|Hi-Tech Medical College & Hospital, Rourkela|100|Private
Bihar|Himalaya Medical College and Hospital , Patna, Bihar|150|Private
Uttarakhand|Himalayan Institute of Medical Sciences, Dehradun|250|Private
Uttar Pradesh|Hind Institute of Medical Sciences , Barabanki|100|Private
Uttar Pradesh|Hind Institute of Medical Sciences, Sitapur|150|Private
West Bengal|ICARE Institute of Medical Sciences & Research, Haldia, Purba Midanpore|200|Private
Madhya Pradesh|Index Medical College Hospital & Research Centre, Indore|250|Private
Maharashtra|Indian Institute of Medical Science & Research, Jalna|150|Private
Bihar|Indira Gandhi Institute of Medical Sciences, Sheikhpura, Patna|150|Government
Maharashtra|Indira Gandhi Medical College & Hospital, Nagpur|200|Government
